"NUM","ID","Physical_Address","Physical_Address_Formatted","Lat","Lon"
"729",309028,"87 North Road Dunedin", "87 North Rd, North East Valley, Dunedin 9010, New Zealand", -45.8525721, 170.5221434
"730",309029,"89 North Road Dunedin", "89 North Rd, North East Valley, Dunedin 9010, New Zealand", -45.8522742, 170.5220438
"731",309030,"11 Buccleugh Street Dunedin", "11 Buccleugh St, North East Valley, Dunedin 9010, New Zealand", -45.8518674, 170.5221347
"732",309031,"21 Buccleugh Street Dunedin", "21 Buccleugh St, North East Valley, Dunedin 9010, New Zealand", -45.8515386, 170.5224944
"733",309032,"51 Buccleugh Street Dunedin", "51 Buccleugh St, North East Valley, Dunedin 9010, New Zealand", -45.851733, 170.5220486
"734",309033,"20 Duddingstone Steps Dunedin", "20 Duddingstone Steps, North East Valley, Dunedin 9010, New Zealand", -45.8522614, 170.5208854
"735",309034,"14 Duddingstone Steps Dunedin", "14 Duddingstone Steps, North East Valley, Dunedin 9010, New Zealand", -45.8524473, 170.5210791
"736",309035,"8 Duddingstone Steps Dunedin", "8 Duddingstone Steps, North East Valley, Dunedin 9010, New Zealand", -45.85263459999999, 170.5213338
"737",309036,"17 Barclay Street Dunedin", "17 Barclay St, North East Valley, Dunedin 9010, New Zealand", -45.8502731, 170.519475
"738",309037,"12 Harold Street Dunedin", "12 Harold St, North East Valley, Dunedin 9010, New Zealand", -45.8506443, 170.5191428
"739",309038,"4 Harold Street Dunedin", "4 Harold St, North East Valley, Dunedin 9010, New Zealand", -45.8509099, 170.5192972
"740",309039,"89 Buccleugh Street Dunedin", "89 Buccleugh St, North East Valley, Dunedin 9010, New Zealand", -45.8510842, 170.5196298
"741",309040,"93 Buccleugh Street Dunedin", "93 Buccleugh St, North East Valley, Dunedin 9010, New Zealand", -45.8510031, 170.5199053
"742",309041,"9 Barclay Street Dunedin", "9 Barclay St, North East Valley, Dunedin 9010, New Zealand", -45.8505486, 170.5199098
"743",309042,"11 Barclay Street Dunedin", "11 Barclay St, North East Valley, Dunedin 9010, New Zealand", -45.85035389999999, 170.5197879
"744",309044,"25 Barclay Street Dunedin", "25 Barclay St, North East Valley, Dunedin 9010, New Zealand", -45.8499638, 170.5199162
"745",309045,"27 Barclay Street Dunedin", "27 Barclay St, North East Valley, Dunedin 9010, New Zealand", -45.84964069999999, 170.5198536
"746",309047,"33 Barclay Street Dunedin", "33 Barclay St, North East Valley, Dunedin 9010, New Zealand", -45.8495539, 170.520361
"747",309048,"20 Barclay Street Dunedin", "20 Barclay St, North East Valley, Dunedin 9010, New Zealand", -45.8501681, 170.520166
"748",309049,"10 Barclay Street Dunedin", "10 Barclay St, North East Valley, Dunedin 9010, New Zealand", -45.850288, 170.5203663
"749",309050,"8 Barclay Street Dunedin", "8 Barclay St, North East Valley, Dunedin 9010, New Zealand", -45.8504983, 170.5204432
"750",309051,"6 Barclay Street Dunedin", "6 Barclay St, North East Valley, Dunedin 9010, New Zealand", -45.8506817, 170.5206495
"751",309052,"114 Buccleugh Street Dunedin", "114 Buccleugh St, North East Valley, Dunedin 9010, New Zealand", -45.849989, 170.5205852
"752",309053,"108 Buccleugh Street Dunedin", "108 Buccleugh St, North East Valley, Dunedin 9010, New Zealand", -45.8510824, 170.520936
"753",309054,"104 Buccleugh Street Dunedin", "104 Buccleugh St, North East Valley, Dunedin 9010, New Zealand", -45.851166, 170.520822
"754",309055,"94 Buccleugh Street Dunedin", "94 Buccleugh St, North East Valley, Dunedin 9010, New Zealand", -45.8512844, 170.5205886
"755",309056,"92 Buccleugh Street Dunedin", "92 Buccleugh St, North East Valley, Dunedin 9010, New Zealand", -45.85131610000001, 170.5199936
"756",309057,"86 Buccleugh Street Dunedin", "86 Buccleugh St, North East Valley, Dunedin 9010, New Zealand", -45.8514006, 170.5201485
"757",309058,"82 Buccleugh Street Dunedin", "82 Buccleugh St, North East Valley, Dunedin 9010, New Zealand", -45.8515251, 170.5203023
"758",309059,"78 Buccleugh Street Dunedin", "78 Buccleugh St, North East Valley, Dunedin 9010, New Zealand", -45.85181300000001, 170.5204283
"759",309060,"76 Buccleugh Street Dunedin", "76 Buccleugh St, North East Valley, Dunedin 9010, New Zealand", -45.8519133, 170.5205763
"760",309061,"LOT 13 Buccleugh Street Dunedin", "13 Buccleugh St, North East Valley, Dunedin 9010, New Zealand", -45.851803, 170.5222001
"761",309062,"70 Buccleugh Street Dunedin", "70 Buccleugh St, North East Valley, Dunedin 9010, New Zealand", -45.8519875, 170.5208116
"762",309063,"62 Buccleugh Street Dunedin", "62 Buccleugh St, North East Valley, Dunedin 9010, New Zealand", -45.851768, 170.5211586
"763",309064,"56 Buccleugh Street Dunedin", "56 Buccleugh St, North East Valley, Dunedin 9010, New Zealand", -45.8516258, 170.5213844
"764",309065,"46 Buccleugh Street Dunedin", "46 Buccleugh St, North East Valley, Dunedin 9010, New Zealand", -45.8512055, 170.5219499
"765",309066,"42 Buccleugh Street Dunedin", "42 Buccleugh St, North East Valley, Dunedin 9010, New Zealand", -45.8510368, 170.5220998
"766",309067,"38 Buccleugh Street Dunedin", "38 Buccleugh St, North East Valley, Dunedin 9010, New Zealand", -45.8509258, 170.5222943
"767",309068,"34 Buccleugh Street Dunedin", "34 Buccleugh St, North East Valley, Dunedin 9010, New Zealand", -45.8509681, 170.5227007
"768",309069,"30 Buccleugh Street Dunedin", "30 Buccleugh St, North East Valley, Dunedin 9010, New Zealand", -45.8511667, 170.5228705
"769",309070,"28 Buccleugh Street Dunedin", "28 Buccleugh St, North East Valley, Dunedin 9010, New Zealand", -45.8513055, 170.5231856
"770",309071,"22 Buccleugh Street Dunedin", "22 Buccleugh St, North East Valley, Dunedin 9010, New Zealand", -45.8516679, 170.5229143
"771",309072,"4 Buccleugh Street Dunedin", "4 Buccleugh St, North East Valley, Dunedin 9010, New Zealand", -45.852045, 170.522326
"772",309073,"2 Buccleugh Street Dunedin", "2 Buccleugh St, North East Valley, Dunedin 9010, New Zealand", -45.8521149, 170.522409
"773",309074,"95 North Road Dunedin", "95 North Rd, North East Valley, Dunedin 9010, New Zealand", -45.8522171, 170.5226138
"774",309075,"99 North Road Dunedin", "99 North Rd, North East Valley, Dunedin 9010, New Zealand", -45.8521283, 170.5227188
"775",309076,"101 North Road Dunedin", "101 North Rd, North East Valley, Dunedin 9010, New Zealand", -45.85207279999999, 170.5228441
"776",309077,"103A North Road Dunedin", "103A North Rd, North East Valley, Dunedin 9010, New Zealand", -45.8519581, 170.5228759
"777",309078,"16 Buccleugh Street Dunedin", "16 Buccleugh St, North East Valley, Dunedin 9010, New Zealand", -45.8519052, 170.5227833
"778",309079,"115 North Road Dunedin", "115 North Rd, North East Valley, Dunedin 9010, New Zealand", -45.8516698, 170.5235173
"779",309080,"117 North Road Dunedin", "117 North Rd, North East Valley, Dunedin 9010, New Zealand", -45.8515786, 170.5236242
"780",309081,"119 North Road Dunedin", "119 North Rd, North East Valley, Dunedin 9010, New Zealand", -45.8514434, 170.5233172
"781",309082,"123 North Road Dunedin", "123 North Rd, North East Valley, Dunedin 9010, New Zealand", -45.8514806, 170.5237133
"782",309083,"LOT 1 North Road Dunedin", "1 North Rd, North East Valley, Dunedin 9010, New Zealand", -45.8549341, 170.5187562
"783",309084,"131 North Road Dunedin", "131 North Rd, North East Valley, Dunedin 9010, New Zealand", -45.8512549, 170.524028
"784",309085,"133 North Road Dunedin", "133 North Rd, North East Valley, Dunedin 9010, New Zealand", -45.8511244, 170.5238341
"785",309086,"135 North Road Dunedin", "135 North Rd, North East Valley, Dunedin 9010, New Zealand", -45.8511584, 170.5242315
"786",309087,"137 North Road Dunedin", "137 North Rd, North East Valley, Dunedin 9010, New Zealand", -45.8509444, 170.5240442
"787",309088,"141 North Road Dunedin", "141 North Rd, North East Valley, Dunedin 9010, New Zealand", -45.8510515, 170.5244539
"788",309089,"143 North Road Dunedin", "143 North Rd, North East Valley, Dunedin 9010, New Zealand", -45.8509705, 170.5245831
"789",309090,"145 North Road Dunedin", "145 North Rd, North East Valley, Dunedin 9010, New Zealand", -45.8508808, 170.5247035
"790",309094,"11 Allen Street Dunedin", "11 Allen St, North East Valley, Dunedin 9010, New Zealand", -45.8501637, 170.5247057
"791",309095,"260A Pine Hill Road Dunedin", "260A Pine Hill Rd, Liberton, Dunedin 9010, New Zealand", -45.8481054, 170.513396
"792",309096,"260B Pine Hill Road Dunedin", "260B Pine Hill Rd, Liberton, Dunedin 9010, New Zealand", -45.8480183, 170.5134842
"793",309097,"262 Pine Hill Road Dunedin", "262 Pine Hill Rd, Liberton, Dunedin 9010, New Zealand", -45.8480283, 170.5136826
"794",309098,"264 Pine Hill Road Dunedin", "264 Pine Hill Rd, Liberton, Dunedin 9010, New Zealand", -45.8482375, 170.5137037
"795",309099,"264A Pine Hill Road Dunedin", "264A Pine Hill Rd, Liberton, Dunedin 9010, New Zealand", -45.8482089, 170.5136017
"796",309100,"266A Pine Hill Road Dunedin", "266A Pine Hill Rd, Liberton, Dunedin 9010, New Zealand", -45.8483121, 170.513955
"797",309101,"266B Pine Hill Road Dunedin", "266B Pine Hill Rd, Liberton, Dunedin 9010, New Zealand", -45.84836259999999, 170.5138289
"798",309102,"268A Pine Hill Road Dunedin", "268A Pine Hill Rd, Liberton, Dunedin 9010, New Zealand", -45.8484536, 170.5139527
"799",309103,"268B Pine Hill Road Dunedin", "268B Pine Hill Rd, Liberton, Dunedin 9010, New Zealand", -45.8485002, 170.5140171
"800",309104,"270 Pine Hill Road Dunedin", "270 Pine Hill Rd, Liberton, Dunedin 9010, New Zealand", -45.8487204, 170.514328
"801",309105,"272 Pine Hill Road Dunedin", "272 Pine Hill Rd, Liberton, Dunedin 9010, New Zealand", -45.8486013, 170.5144711
"802",309106,"274 Pine Hill Road Dunedin", "274 Pine Hill Rd, Liberton, Dunedin 9010, New Zealand", -45.8483751, 170.5144294
"803",309107,"276 Pine Hill Road Dunedin", "276 Pine Hill Rd, Liberton, Dunedin 9010, New Zealand", -45.8482683, 170.514229
"804",309108,"278A Pine Hill Road Dunedin", "278A Pine Hill Rd, Liberton, Dunedin 9010, New Zealand", -45.8480313, 170.5141389
"805",309109,"278B Pine Hill Road Dunedin", "278B Pine Hill Rd, Liberton, Dunedin 9010, New Zealand", -45.8481393, 170.51422
"806",309110,"280 Pine Hill Road Dunedin", "280 Pine Hill Rd, Liberton, Dunedin 9010, New Zealand", -45.8479187, 170.5139907
"807",309111,"282 Pine Hill Road Dunedin", "282 Pine Hill Rd, Liberton, Dunedin 9010, New Zealand", -45.8478276, 170.5141319
"808",309112,"2 Allenby Avenue Dunedin", "2 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.8477164, 170.514325
"809",309113,"6 Allenby Avenue Dunedin", "6 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.8479026, 170.5145672
"810",309114,"8 Allenby Avenue Dunedin", "8 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.8479726, 170.5147547
"811",309115,"10 Allenby Avenue Dunedin", "10 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.8480029, 170.514982
"812",309116,"12 Allenby Avenue Dunedin", "12 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.8480043, 170.5151942
"813",309117,"14 Allenby Avenue Dunedin", "14 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.8480435, 170.5153892
"814",309118,"16 Allenby Avenue Dunedin", , ,
"815",309119,"22 Allenby Avenue Dunedin", "22 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.8481648, 170.5159662
"816",309120,"24 Allenby Avenue Dunedin", "24 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.8482, 170.5161869
"817",309121,"26 Allenby Avenue Dunedin", "26 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.8482211, 170.516388
"818",309122,"28 Allenby Avenue Dunedin", "28 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.848263, 170.5166076
"819",309123,"34 Allenby Avenue Dunedin", "34 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.8483208, 170.5168847
"820",309124,"36 Allenby Avenue Dunedin", "36 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.8482766, 170.5171671
"821",309125,"40 Allenby Avenue Dunedin", "40 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.8485, 170.517524
"822",309126,"42 Allenby Avenue Dunedin", "42 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.8484181, 170.5178166
"823",309127,"48 Allenby Avenue Dunedin", "48 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.8482551, 170.5181555
"824",309128,"50 Allenby Avenue Dunedin", "50 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.8481202, 170.5184074
"825",309129,"24 Hislop Street Dunedin", "24 Hislop St, Liberton, Dunedin 9010, New Zealand", -45.8475608, 170.5183563
"826",309130,"26 Hislop Street Dunedin", "26 Hislop St, Liberton, Dunedin 9010, New Zealand", -45.8476711, 170.5184789
"827",309131,"28 Hislop Street Dunedin", "28 Hislop St, Liberton, Dunedin 9010, New Zealand", -45.847756, 170.5185917
"828",309132,"30 Hislop Street Dunedin", "30 Hislop St, Liberton, Dunedin 9010, New Zealand", -45.8478642, 170.5187588
"829",309133,"32 Hislop Street Dunedin", "32 Hislop St, Liberton, Dunedin 9010, New Zealand", -45.84793089999999, 170.5189427
"830",309134,"34 Hislop Street Dunedin", "34 Hislop St, Liberton, Dunedin 9010, New Zealand", -45.8480617, 170.5190252
"831",309135,"36 Hislop Street Dunedin", "36 Hislop St, Liberton, Dunedin 9010, New Zealand", -45.8481378, 170.5192171
"832",309136,"38 Hislop Street Dunedin", "38 Hislop St, Liberton, Dunedin 9010, New Zealand", -45.8482593, 170.5192916
"833",309137,"40 Hislop Street Dunedin", "40 Hislop St, Liberton, Dunedin 9010, New Zealand", -45.8483692, 170.5194159
"834",309138,"47 Barclay Street Dunedin", "47 Barclay St, Liberton, Dunedin 9010, New Zealand", -45.8484449, 170.5196932
"835",309139,"45 Barclay Street Dunedin", "45 Barclay St, Liberton, Dunedin 9010, New Zealand", -45.8486598, 170.5198776
"836",309140,"43A Barclay Street Dunedin", "43A Barclay St, Liberton, Dunedin 9010, New Zealand", -45.8487973, 170.5198596
"837",309141,"43 Barclay Street Dunedin", "43 Barclay St, Liberton, Dunedin 9010, New Zealand", -45.8488643, 170.5201345
"838",309142,"39 Barclay Street Dunedin", "39 Barclay St, North East Valley, Dunedin 9010, New Zealand", -45.84930749999999, 170.5203348
"839",309143,"20 Hislop Street Dunedin", "20 Hislop St, Liberton, Dunedin 9010, New Zealand", -45.8472726, 170.5180546
"840",309145,"16 Hislop Street Dunedin", "16 Hislop St, Liberton, Dunedin 9010, New Zealand", -45.8470842, 170.5178392
"841",309146,"14 Hislop Street Dunedin", "14 Hislop St, Liberton, Dunedin 9010, New Zealand", -45.84695079999999, 170.517677
"842",309147,"12 Hislop Street Dunedin", "12 Hislop St, Liberton, Dunedin 9010, New Zealand", -45.84686989999999, 170.5174928
"843",309148,"10 Hislop Street Dunedin", "10 Hislop St, Liberton, Dunedin 9010, New Zealand", -45.8467614, 170.5173633
"844",309149,"8 Hislop Street Dunedin", "8 Hislop St, Liberton, Dunedin 9010, New Zealand", -45.8466627, 170.5172362
"845",309150,"6 Hislop Street Dunedin", "6 Hislop St, Liberton, Dunedin 9010, New Zealand", -45.8465431, 170.5170649
"846",309151,"4 Hislop Street Dunedin", "4 Hislop St, Liberton, Dunedin 9010, New Zealand", -45.8464485, 170.5169614
"847",309152,"310 Pine Hill Road Dunedin", "310 Pine Hill Rd, Liberton, Dunedin 9010, New Zealand", -45.84660299999999, 170.5164335
"848",309155,"302 Pine Hill Road Dunedin", "302 Pine Hill Rd, Liberton, Dunedin 9010, New Zealand", -45.84672339999999, 170.5157966
"849",309156,"298 Pine Hill Road Dunedin", "298 Pine Hill Rd, Liberton, Dunedin 9010, New Zealand", -45.84678760000001, 170.515598
"850",309157,"296 Pine Hill Road Dunedin", "296 Pine Hill Rd, Liberton, Dunedin 9010, New Zealand", -45.8469177, 170.5154958
"851",309158,"294 Pine Hill Road Dunedin", "294 Pine Hill Rd, Liberton, Dunedin 9010, New Zealand", -45.8470026, 170.5153434
"852",309159,"292 Pine Hill Road Dunedin", "292 Pine Hill Rd, Liberton, Dunedin 9010, New Zealand", -45.8470683, 170.5151374
"853",309160,"290 Pine Hill Road Dunedin", "290 Pine Hill Rd, Liberton, Dunedin 9010, New Zealand", -45.8471877, 170.5150201
"854",309161,"286 Pine Hill Road Dunedin", "286 Pine Hill Rd, Liberton, Dunedin 9010, New Zealand", -45.8473058, 170.5148625
"855",309162,"3 Allenby Avenue Dunedin", "3 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.8474254, 170.5147015
"856",309163,"7 Allenby Avenue Dunedin", "7 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.847538, 170.5148283
"857",309164,"9 Allenby Avenue Dunedin", "9 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.8475929, 170.5150218
"858",309165,"11 Allenby Avenue Dunedin", "11 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.8476285, 170.5152378
"859",309166,"15 Allenby Avenue Dunedin", "15 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.84765429999999, 170.5154106
"860",309167,"1 Blundell Street Dunedin", "1 Blundell St, Liberton, Dunedin 9010, New Zealand", -45.8476982, 170.5156058
"861",309168,"9 Blundell Street Dunedin", "9 Blundell St, Liberton, Dunedin 9010, New Zealand", -45.8472348, 170.5158345
"862",309169,"11 Blundell Street Dunedin", "11 Blundell St, Liberton, Dunedin 9010, New Zealand", -45.847143, 170.5160488
"863",309170,"15 Blundell Street Dunedin", "15 Blundell St, Liberton, Dunedin 9010, New Zealand", -45.8470668, 170.5162128
"864",309171,"19 Blundell Street Dunedin", "19 Blundell St, Liberton, Dunedin 9010, New Zealand", -45.8469069, 170.5166126
"865",309172,"21 Blundell Street Dunedin", "21 Blundell St, Liberton, Dunedin 9010, New Zealand", -45.8469767, 170.516893
"866",309173,"14 Blundell Street Dunedin", "14 Blundell St, Liberton, Dunedin 9010, New Zealand", -45.8473799, 170.5170092
"867",309174,"39 Allenby Avenue Dunedin", "39 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.8474173, 170.5177592
"868",309175,"8 Blundell Street Dunedin", , ,
"869",309176,"6 Blundell Street Dunedin", "6 Blundell St, Liberton, Dunedin 9010, New Zealand", -45.84750529999999, 170.5163411
"870",309177,"4 Blundell Street Dunedin", "4 Blundell St, Liberton, Dunedin 9010, New Zealand", -45.8477653, 170.516144
"871",309178,"23 Allenby Avenue Dunedin", "23 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.8478374, 170.5163693
"872",309179,"25 Allenby Avenue Dunedin", "25 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.8478735, 170.5165816
"873",309180,"27 Allenby Avenue Dunedin", "27 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.8478909, 170.5167688
"874",309181,"29 Allenby Avenue Dunedin", "29 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.8478569, 170.5169931
"875",309182,"31 Allenby Avenue Dunedin", , ,
"876",309183,"33 Allenby Avenue Dunedin", "33 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.8476822, 170.517344
"877",309184,"35 Allenby Avenue Dunedin", "35 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.8476073, 170.517496
"878",309185,"37 Allenby Avenue Dunedin", "37 Allenby Ave, Liberton, Dunedin 9010, New Zealand", -45.847494, 170.5176268
"879",309186,"44 Wilkinson Street Dunedin", "44 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.8476405, 170.5201652
"880",309187,"42 Wilkinson Street Dunedin", "42 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.8475639, 170.5200368
"881",309188,"40 Wilkinson Street Dunedin", "40 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.8474104, 170.5199172
"882",309189,"38 Wilkinson Street Dunedin", "38 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.8472905, 170.5197816
"883",309190,"36 Wilkinson Street Dunedin", "36 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.8471938, 170.5196316
"884",309191,"34 Wilkinson Street Dunedin", "34 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.8470834, 170.5195022
"885",309192,"32 Wilkinson Street Dunedin", "32 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.8469972, 170.5193338
"886",309193,"30 Wilkinson Street Dunedin", "30 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.8468619, 170.5192101
"887",309194,"20 Wilkinson Street Dunedin", "20 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.8465958, 170.5188223
"888",309197,"23 Hislop Street Dunedin", "23 Hislop St, Liberton, Dunedin 9010, New Zealand", -45.8471756, 170.5187545
"889",309198,"25 Hislop Street Dunedin", "25 Hislop St, Liberton, Dunedin 9010, New Zealand", -45.8472599, 170.518879
"890",309199,"27 Hislop Street Dunedin", "27 Hislop St, Liberton, Dunedin 9010, New Zealand", -45.8473828, 170.5190339
"891",309200,"29 Hislop Street Dunedin", "29 Hislop St, Liberton, Dunedin 9010, New Zealand", -45.8475142, 170.519183
"892",309201,"31 Hislop Street Dunedin", "31 Hislop St, Liberton, Dunedin 9010, New Zealand", -45.84763290000001, 170.5193125
"893",309202,"33 Hislop Street Dunedin", "33 Hislop St, Liberton, Dunedin 9010, New Zealand", -45.8477133, 170.5194265
"894",309203,"35 Hislop Street Dunedin", "35 Hislop St, Liberton, Dunedin 9010, New Zealand", -45.84777709999999, 170.5196098
"895",309204,"37 Hislop Street Dunedin", , ,
"896",309205,"9 Croydon Street Dunedin", "9 Croydon St, North East Valley, Dunedin 9010, New Zealand", -45.8482039, 170.5211919
"897",309206,"5 Croydon Street Dunedin", "5 Croydon St, North East Valley, Dunedin 9010, New Zealand", -45.84844409999999, 170.5207789
"898",309207,"44 Barclay Street Dunedin", "44 Barclay St, North East Valley, Dunedin 9010, New Zealand", -45.8485899, 170.520537
"899",309208,"46 Barclay Street Dunedin", "46 Barclay St, Liberton, Dunedin 9010, New Zealand", -45.8483598, 170.5201071
"900",309209,"48 Barclay Street Dunedin", "48 Barclay St, Liberton, Dunedin 9010, New Zealand", -45.84827929999999, 170.5202956
"901",309210,"54 Barclay Street Dunedin", "54 Barclay St, Liberton, Dunedin 9010, New Zealand", -45.84802699999999, 170.5206669
"902",309211,"56 Barclay Street Dunedin", "56 Barclay St, Liberton, Dunedin 9010, New Zealand", -45.8478781, 170.5207887
"903",309212,"58 Barclay Street Dunedin", "58 Barclay St, Liberton, Dunedin 9010, New Zealand", -45.8478591, 170.5211406
"904",309213,"62 Barclay Street Dunedin", "62 Barclay St, Liberton, Dunedin 9010, New Zealand", -45.8474358, 170.5209067
"905",309214,"45 Wilkinson Street Dunedin", "45 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.8473238, 170.5207116
"906",309215,"43 Wilkinson Street Dunedin", "43 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.8472149, 170.5205754
"907",309216,"41 Wilkinson Street Dunedin", "41 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.8471104, 170.5204539
"908",309217,"39 Wilkinson Street Dunedin", "39 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.8470009, 170.5202696
"909",309218,"37 Wilkinson Street Dunedin", "37 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.8468901, 170.5201202
"910",309219,"35 Wilkinson Street Dunedin", "35 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.8467935, 170.5200265
"911",309220,"33 Wilkinson Street Dunedin", "33 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.8466829, 170.5198409
"912",309221,"31 Wilkinson Street Dunedin", "31 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.8465742, 170.5197724
"913",309222,"29 Wilkinson Street Dunedin", "29 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.8464374, 170.519638
"914",309223,"27 Wilkinson Street Dunedin", "27 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.84637, 170.519432
"915",309224,"25 Wilkinson Street Dunedin", "25 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.8462728, 170.5192492
"916",309225,"19 Wilkinson Street Dunedin", "19 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.8458783, 170.5187559
"917",309226,"17 Wilkinson Street Dunedin", "17 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.84577729999999, 170.5186262
"918",309227,"15 Wilkinson Street Dunedin", "15 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.8456809, 170.5184963
"919",309228,"11 Wilkinson Street Dunedin", "11 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.8455799, 170.5183665
"920",309229,"9 Wilkinson Street Dunedin", "9 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.8454683, 170.5182393
"921",309230,"7 Wilkinson Street Dunedin", "7 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.8453593, 170.5180979
"922",309231,"5 Wilkinson Street Dunedin", "5 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.8452311, 170.5179889
"923",309232,"3 Wilkinson Street Dunedin", "3 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.8451244, 170.5178428
"924",309233,"1 Wilkinson Street Dunedin", "1 Wilkinson St, Liberton, Dunedin 9010, New Zealand", -45.8450092, 170.5177092
"925",309234,"PT LOT 4 Pine Hill Road Dunedin", , ,
"926",309235,"145 Pine Hill Road Dunedin", "145 Pine Hill Rd, Dalmore, Dunedin 9010, New Zealand", -45.851837, 170.509655
"927",309236,"15 Dunedin-Waitati Road Dunedin", "15 Dunedin-Waitati Rd, Dalmore, Dunedin 9010, New Zealand", -45.8505179, 170.509091
"928",309237,"17 Dunedin-Waitati Road Dunedin", "17 Dunedin-Waitati Rd, Dalmore, Dunedin 9010, New Zealand", -45.8508633, 170.5087897
"929",309240,"10 Leith Valley Road Dunedin", "10 Leith Valley Rd, Glenleith, Dunedin 9010, New Zealand", -45.8343146, 170.498067
"930",309241,"PT SEC 11 Malvern Street Dunedin", , ,
"931",309242,"2 Leith Valley Road Dunedin", "2 Leith Valley Rd, Glenleith, Dunedin 9010, New Zealand" "2 Leith St, Dunedin, 9016, New Zealand", -45.8343068 -45.8730509, 170.4980553 170.5107059
"932",309244,"320 Malvern Street Dunedin", "320 Malvern St, Glenleith, Dunedin 9010, New Zealand", -45.8413971, 170.5012688
"933",309245,"PT SEC 74 Malvern Street Dunedin", , ,
"934",309247,"228 Malvern Street Dunedin", "228 Malvern St, Glenleith, Dunedin 9010, New Zealand", -45.8440097, 170.5064216
"935",309248,"220 Malvern Street Dunedin", "220 Malvern St, Glenleith, Dunedin 9010, New Zealand", -45.8445414, 170.5068526
"936",309249,"218 Malvern Street Dunedin", "218 Malvern St, Woodhaugh, Dunedin 9010, New Zealand", -45.8447819, 170.5066907
"937",309250,"3 Patmos Avenue Dunedin", "3 Patmos Ave, Woodhaugh, Dunedin 9010, New Zealand", -45.844814, 170.5069439
"938",309251,"222 Malvern Street Dunedin", , ,
"939",309252,"5 Patmos Avenue Dunedin", "5 Patmos Ave, Woodhaugh, Dunedin 9010, New Zealand", -45.84463909999999, 170.507162
"940",309253,"15 Patmos Avenue Dunedin", "15 Patmos Ave, Woodhaugh, Dunedin 9010, New Zealand", -45.8440206, 170.5083213
