OBJECTID,AU2013_V1_00,AU2013_V1_00_NAME,AREA_SQ_KM,LAND_AREA_SQ_KM,EASTING,NORTHING,LATITUDE,LONGITUDE
996,524121,Arahanga,0.71603751,0.71603751,1759807.839,5908145.099,-36.95922873,174.7950365
997,524122,Viscount,0.9425348,0.9425348,1759347.305,5907441.764,-36.96564391,174.7900143
998,524200,Mangere South,32.78093166,28.23702322,1758271.504,5905334.574,-36.98481148,174.7783765
999,524301,Mangere East,1.72813364,1.72813364,1763291.195,5907235.626,-36.96682513,174.8343418
1000,524302,Aorere,1.27486665,1.27486665,1762650.636,5906373.134,-36.97470701,174.8273352
1001,524303,Kohuora,1.85890989,1.85890989,1763755.865,5905788.915,-36.97977897,174.8398731
1002,524402,Mangere Station,1.87001765,1.87001765,1762764.747,5909079.511,-36.95030313,174.8280334
1003,524403,Favona West,0.85940911,0.85940911,1760266.602,5908502.703,-36.95592871,174.8001114
1004,524404,Favona North,1.10911248,1.10911248,1761072.487,5909240.348,-36.949145,174.8090018
1005,524405,Favona South,0.63568382,0.63568382,1761225.352,5908489.101,-36.95588756,174.8108781
1006,524510,Harania North,0.94437294,0.94437294,1761157.526,5907844.224,-36.9617095,174.8102542
1007,524520,Harania West,1.11365793,1.11365793,1761722.729,5907241.039,-36.96704721,174.8167293
1008,524530,Harania East,1.05982972,1.05982972,1762369.926,5908037.66,-36.95975829,174.8238251
1009,524602,Wiri,3.44049828,3.44049828,1767541.326,5903064.578,-37.00365742,174.8829891
1010,524603,Puhinui South,1.65684495,1.65684495,1766430.263,5904884.361,-36.98745929,174.8701063
1011,524604,Manukau Central,16.38071094,16.38071094,1764380.415,5902966.258,-37.00510145,174.8475022
1012,524711,Burbank,0.64850809,0.64850809,1766167.939,5901123.387,-37.02139063,174.8679893
1013,524712,Homai West,0.47925686,0.47925686,1766760.121,5901357.453,-37.01917683,174.8745913
1014,524713,Rowandale,0.68960568,0.68960568,1766524.005,5900319.86,-37.028567,174.8721678
1015,524720,Homai East,1.64762342,1.64762342,1767373.712,5901123.357,-37.0211768,174.8815374
1016,524811,Weymouth West,1.2216683,1.2216683,1765558.025,5898782.545,-37.04258842,174.8616511
1017,501614,Kapiro,136.6709461,136.6709461,1689631.364,6108921.747,-35.15863183,173.9841303
1018,501615,Waitangi,71.05024738,71.05024738,1692278.859,6099196.504,-35.24607235,174.0142849
1019,501620,Pokere-Waihaha,685.7551732,664.3740901,1703564.542,6080880.963,-35.41008686,174.1406284
1020,501631,Okaihau,46.21704165,33.78795864,1669693.754,6089806.542,-35.33256001,173.7668613
1021,501632,Ohaeawai,60.13169032,60.13169032,1678705.529,6087995.318,-35.34822023,173.8661853
1022,501633,Waihou Valley-Hupara,418.7953101,416.5342503,1680457.424,6095279.765,-35.28240473,173.8847479
1023,501634,Ngapuhi-Kaikou,658.9230082,658.9230082,1676813.706,6072242.018,-35.49039669,173.8468521
1024,501700,Kaikohe,6.62006349,6.62006349,1672607.965,6081269.214,-35.40932499,173.7996834
1025,501802,Opouteke-Tanekaha,796.9779613,796.9779613,1694231.461,6054197.299,-35.65157131,174.0409553
1026,501806,Marsden Point-Ruakaka,24.915652,24.915652,1731963.278,6030121.267,-35.86425456,174.4616314
1027,501807,Ngunguru,17.67647774,17.67647774,1737073.262,6057465.644,-35.61709321,174.5135395
1028,501809,Wharekohe-Oakleigh,287.7084403,287.7084403,1706689.503,6038446.934,-35.79228416,174.1806453
1029,501810,Maungatapere,34.29455013,34.29455013,1710206.901,6041968.228,-35.76015392,174.219077
1030,501811,Waiotira-Springfield,342.194304,342.194304,1715811.367,6025656.367,-35.90654368,174.2834244
1031,501813,Whangaruru Harbour,19.57351499,0,1722354.845,6085016.621,-35.37067515,174.3469118
1032,501814,Punaruku-Kiripaka,614.9800443,604.2652338,1723616.772,6068208.727,-35.52202958,174.3633531
1033,501815,Bream Bay,168.5347438,168.5347438,1725959.804,6015209.404,-35.99945108,174.3975187
1034,501816,Waipu,67.40336488,67.40336488,1733634.034,6012497.146,-36.02287434,174.483097
1035,501817,Pataua-Whareora,118.4216393,111.1341853,1731712.101,6047095.146,-35.71129706,174.4560564
1036,501818,Parua Bay,41.40320945,41.40320945,1730467.483,6041952.228,-35.75781829,174.4431375
1037,501819,Bream Head,74.16766284,74.16766284,1740994.028,6035260.141,-35.8166804,174.5607164
1038,502001,Springs Flat,19.81938307,19.81938307,1717445.627,6054685.281,-35.6446834,174.2972732
1039,502002,Three Mile Bush,11.03500648,11.03500648,1716666.606,6048288.478,-35.70243748,174.2895977
1040,502003,Te Hihi,10.40601912,10.40601912,1714519.607,6043106.569,-35.74939988,174.26661
1041,502004,Abbey Caves,18.27709181,18.27709181,1722906.913,6047533.4,-35.70848491,174.3586748
1042,502005,Otaika-Portland,29.88101043,29.88101043,1716500.774,6039063.073,-35.7856153,174.2891053
1043,502101,Kamo West,1.92900739,1.92900739,1717339.535,6049964.544,-35.68724936,174.2967897
1044,504600,Dargaville,12.59143562,12.59143562,1678042.776,6022448.274,-35.93920876,173.8652402
1045,504700,Maungaturoto,3.19153889,3.19153889,1722271.533,6003356.897,-36.10675131,174.3584428
1046,504800,Ruawai,3.20315407,3.20315407,1692246.488,6001011.711,-36.13120929,174.0251937
1047,504900,Kaiwaka,7.71865611,7.71865611,1729699.668,5997102.343,-36.16215886,174.4419781
1048,505010,Rehia-Oneriri,1103.276993,1103.276993,1714418.659,6002038.353,-36.11959343,174.2714085
1049,505021,Mangawhai,32.7874101,32.7874101,1741293.197,6000419.059,-36.13064616,174.5702351
1050,505022,Mangawhai Heads,5.92576017,5.92576017,1742752.386,6004391.157,-36.09463472,174.5857259
1051,505300,Wellsford,5.75256042,5.75256042,1736707.61,5982514.945,-36.29266305,174.5224136
1052,505400,Leigh,0.74777764,0.74777764,1761971.728,5982048.734,-36.29295166,174.8037425
1053,505500,Warkworth,7.44223885,7.44223885,1748940.66,5970062.499,-36.40306798,174.6609771
1054,505601,Waimauku,3.22934472,3.22934472,1732719.289,5930127.15,-36.76534528,174.4870241
1055,505602,Huapai,6.93416766,6.93416766,1737824.893,5929487.255,-36.77038306,174.5443259
1056,505603,Riverhead Urban,3.25239765,3.25239765,1742340.798,5931165.113,-36.75459589,174.5945959
1057,505604,Kumeu East,13.4754802,13.31042585,1740639.318,5929383.025,-36.77090883,174.57587
1058,505605,Kumeu West,24.38827056,24.38827056,1736086.71,5929054.032,-36.77453827,174.5249332
1059,505700,Waipareira West,13.85128207,13.85128207,1737485.339,5923678.504,-36.82277776,174.5415713
1060,505803,Waiwera,1.41245153,1.41245153,1752512.73,5953453.842,-36.55217186,174.7040715
1061,505804,Hatfields Beach,0.90886722,0.90886722,1751228.526,5951542.949,-36.56959541,174.6901035
1062,505805,Orewa,5.57250466,4.22967612,1750885.256,5949394.144,-36.58901294,174.68669
1063,505806,Silverdale Central,6.97007246,6.97007246,1749399.077,5946388.29,-36.61633317,174.6706671
1064,505807,Red Beach West,1.47419774,1.47419774,1751299.216,5947369.488,-36.60719175,174.691714
1065,505808,Red Beach East,1.59114717,1.59114717,1752494.125,5947474.749,-36.60605286,174.7050484
1066,505902,Manly,3.18842022,3.18842022,1757310.101,5944683.817,-36.63041877,174.7594451
1067,505904,Army Bay,10.71419797,10.71419797,1763269.1,5947324.188,-36.60562519,174.8255026
1068,505906,Vipond,1.50898457,1.50898457,1753565.355,5946181.043,-36.61753844,174.7172796
1069,505907,Stanmore Bay West,0.98612382,0.98612382,1754497.336,5945478.94,-36.62371439,174.7278386
1070,505908,Stanmore Bay East,1.33802966,1.33802966,1755731.253,5944833.762,-36.62932709,174.7417634
1071,505909,Wade Heads,3.69133412,3.69133412,1754985.18,5944038.427,-36.63661541,174.733583
1072,506655,Muriwai Valley,32.68010963,32.68010963,1730201.729,5923051.663,-36.82945735,174.460035
1073,506656,Waitakere West,20.15138086,20.15138086,1731971.107,5920073.079,-36.85605405,174.4803876
1074,506657,Point Wells,0.53730305,0.53730305,1757662.905,5978698.511,-36.32385543,174.7564566
1075,506658,Omaha,4.85114492,4.85114492,1760051.144,5976175.583,-36.3461958,174.7835698
1076,506659,Matakana,0.88816026,0.88816026,1753765.068,5975683.826,-36.35165209,174.7136453
1077,506660,Cape Rodney,421.8252158,420.2428851,1742386.668,5985823.233,-36.26202668,174.5850327
1078,506661,Cape Rodney South,194.0826064,182.479726,1753066.173,5976252.761,-36.34663661,174.7057477
1079,506800,Helensville,5.48750928,5.48750928,1730384.918,5940293.414,-36.6740517,174.4591426
1080,506901,Awaruku,1.33918988,1.33918988,1754725.748,5937226.937,-36.69803462,174.7320576
1081,506902,Glamorgan,1.02124393,1.02124393,1755027.82,5936693.985,-36.70278768,174.7355457
1082,506903,Torbay,1.68645995,1.68645995,1756358.179,5937448.37,-36.69577214,174.7502787
1083,507000,Waiake,1.42965012,1.42965012,1755633.762,5936238.05,-36.7067969,174.7424192
1084,507101,Browns Bay,1.66382938,1.66382938,1755412.097,5935473.651,-36.71372096,174.7400939
1085,507102,Oaktree,1.43270187,1.43270187,1754494.695,5934728.225,-36.72058749,174.729977
1086,507200,Rothesay Bay,1.71443789,1.71443789,1755609.649,5934310.279,-36.72417138,174.7425417
1087,507300,Murrays Bay,1.65005073,1.65005073,1755898.474,5933496.76,-36.73145433,174.7459406
1088,507400,Mairangi Bay,1.72659029,1.72659029,1756019.192,5932430.059,-36.74104613,174.7475099
1089,507500,Campbells Bay,1.7074297,1.7074297,1756749.931,5931462.099,-36.74964756,174.7558899
1090,507710,Castor Bay,1.08144125,1.08144125,1757308.012,5930525.187,-36.75799724,174.7623319
1091,507720,Crown Hill,0.93032636,0.93032636,1756814.32,5929852.508,-36.76414022,174.7569417
1092,507800,Lake Pupuke,1.74801901,1.74801901,1757530.978,5928973.37,-36.77194286,174.7651493
1093,507900,Westlake,3.65959444,3.65959444,1756501.056,5927580.019,-36.78466834,174.7539
1094,508010,Takapuna Central,2.29104594,1.22027717,1757847.326,5927636.718,-36.78393407,174.7689693
1095,508020,Hauraki,1.95501431,1.76127119,1758495.505,5926032.56,-36.79827995,174.776564
1096,508110,Seacliffe,1.36438852,1.36438852,1759560.049,5925172.116,-36.80585402,174.7886715
1097,508120,Bayswater,0.97423857,0.97423857,1758603.265,5924298,-36.81389094,174.7781328
1098,508210,Kaipatiki,1.48982532,1.48982532,1753014.393,5927637.936,-36.78471612,174.7148295
1099,508220,Windy Ridge,1.83023737,1.83023737,1753118.016,5926390.342,-36.79594106,174.7162411
1100,510010,Beachhaven North,1.80856642,1.80856642,1750734.565,5926974.456,-36.79106015,174.689421
1101,510020,Beachhaven South,1.8603036,1.8603036,1751051.249,5925414.36,-36.80506739,174.6932784
1102,510210,Birkdale North,1.00681011,1.00681011,1751720.334,5926840.499,-36.7921098,174.7004917
1103,510220,Birkdale South,1.38362263,1.38362263,1752072.181,5925851.892,-36.80096144,174.704631
1104,510401,Kauri Park,1.89519194,1.89519194,1752941.9,5925042.875,-36.80811112,174.7145387
1105,510402,Chelsea,3.27601893,3.27601893,1752634.945,5923941.84,-36.81808175,174.7113198
1106,510500,Birkenhead East,1.62301184,1.62301184,1754421.636,5924369.462,-36.8139387,174.7312569
1107,510700,Henderson North,2.05838266,2.05838266,1745426.509,5917619.798,-36.8761852,174.6317409
1108,510800,Henderson South,3.12182011,3.12182011,1745242.462,5916467.304,-36.88659859,174.6298973
1109,511001,Tangutu,1.24490684,1.24490684,1745770.076,5913262.071,-36.91539926,174.6364327
1110,511002,Woodglen,1.42699408,1.42699408,1746409.225,5913094.455,-36.91681059,174.6436376
1111,511100,Glen Eden East,2.50787772,2.50787772,1747578.502,5913569.537,-36.91234741,174.6566667
1112,511301,New Lynn North,0.67074013,0.67074013,1749242.631,5914548.662,-36.90326285,174.6751475
1113,511302,New Lynn South,0.68930365,0.68930365,1748924.459,5914035.262,-36.90793925,174.6716786
1114,511303,Lynnmall,1.7057767,1.7057767,1750151.866,5913910.179,-36.9088717,174.6854756
1115,511401,Fruitvale,1.29629325,1.29629325,1748923.075,5913120.039,-36.91618628,174.6718431
1116,511402,Rewarewa,1.31759702,1.31759702,1749896.035,5912642.156,-36.92033812,174.6828561
1117,511601,Glendene North,1.46578898,1.46578898,1747226.613,5916173.571,-36.88893793,174.652212
1118,511602,Glendene South,1.09858069,1.09858069,1747718.963,5915680.323,-36.89330555,174.6578313
1119,511700,Kelston Central,1.58023363,1.58023363,1748372.386,5915060.446,-36.89878859,174.6652831
1120,511800,Sunnyvale,2.66156568,2.66156568,1746343.844,5915010.405,-36.89955639,174.6425337
1121,511901,Kaurilands,1.50761074,1.50761074,1747476.361,5911695.285,-36.92925185,174.6558858
1122,511902,Crum Park,1.99273409,1.99273409,1748371.296,5911784.605,-36.92830652,174.6659129
1123,512000,Titirangi South,4.29477001,4.29477001,1747412.77,5909731.096,-36.94696062,174.655555
1124,512100,Green Bay,2.16849842,2.16849842,1749656.626,5911564.77,-36.93008412,174.6803825
1125,512201,Matipo,1.10867431,1.10867431,1746709.524,5922123.988,-36.83539979,174.6452611
1126,512202,Durham Green,1.60770317,1.60770317,1747505.93,5922364.704,-36.8331068,174.6541422
1127,513410,Whenuapai West,17.74003726,17.57359011,1743872.612,5926322.629,-36.79800126,174.6126642
1128,513420,Herald,1.90975267,1.90975267,1746335.565,5928332.915,-36.77950899,174.639875
1129,513431,Hobsonville East,5.85318385,5.85318385,1747062.546,5925875.917,-36.80153645,174.6484931
1130,513432,Hobsonville South,0.85680945,0.85680945,1746744.465,5925704.044,-36.80313457,174.644962
1131,513511,Westgate,1.09557916,1.09557916,1743823.398,5923209.835,-36.82605855,174.6127012
1132,513512,Royal Road West,0.89641309,0.89641309,1743794.309,5922296.251,-36.83429537,174.6125479
1133,513521,West Harbour,1.65148764,1.65148764,1744803.717,5923607.635,-36.82232436,174.6236138
1134,513522,Lucken Point,1.86912627,1.86912627,1746078.287,5924385.126,-36.81512241,174.6377503
1135,513530,Royal Heights,2.46794239,2.46794239,1745255.237,5922413.91,-36.83301184,174.6289027
1136,513610,Massey West,2.91703696,2.91703696,1742239.552,5922822.602,-36.8297875,174.5950201
1137,513621,Birdwood West,5.1173531,5.1173531,1741365.935,5920567.57,-36.85023908,174.5856467
1138,513622,Birdwood East,1.74966613,1.74966613,1742902.854,5920816.832,-36.84776177,174.6028327
1139,513631,Waimumu North,1.72804915,1.72804915,1743767.999,5921538.573,-36.84112688,174.6123963
1140,513632,Waimumu South,1.31658925,1.31658925,1744109.908,5920592.83,-36.84959698,174.616409
1141,513701,Taupaki,14.41010798,14.41010798,1740139.664,5923888.724,-36.82049388,174.5712844
1142,513702,Waitakere,13.99505131,13.99505131,1737589.026,5919504.497,-36.86037631,174.5434894
1143,513800,Karekare,184.0491512,184.0491512,1735484.78,5908970.439,-36.95560691,174.521776
1144,514000,Freemans Bay,1.00199989,1.00199989,1756054.702,5919990.889,-36.85312376,174.7504568
1145,514101,Auckland Harbourside,1.88788417,1.88788417,1757905.092,5920968.998,-36.84400326,174.7710003
1146,514102,Auckland Central West,1.1666555,1.1666555,1756855.046,5920255.998,-36.85060251,174.7593757
1147,514103,Auckland Central East,0.92579468,0.92579468,1757674.937,5920206.183,-36.85091491,174.7685784
1148,514200,Newton,0.43237577,0.43237577,1756736.958,5919171.327,-36.86039542,174.7582756
1149,514301,Grafton West,0.52817855,0.52817855,1757402.798,5919239.913,-36.85966672,174.7657276
1150,514302,Grafton East,0.39730562,0.39730562,1757600.848,5918917.993,-36.86253431,174.7680151
1151,514401,Roberton,1.45852264,1.45852264,1751435.976,5915608.925,-36.89335963,174.6995446
1152,514402,Glenavon,1.73406813,1.73406813,1751454.524,5914242.491,-36.90566905,174.7000259
1153,514500,New Windsor,1.81573887,1.81573887,1752679.708,5914219.487,-36.90567877,174.7137772
1154,516002,Remuera South,1.12151557,1.12151557,1760110.563,5916429.107,-36.88453755,174.7966827
1155,516003,Abbotts Park,1.87915581,1.87915581,1761178.606,5916119.019,-36.88714968,174.8087283
1156,516101,Remuera West,0.91484038,0.91484038,1759148.898,5918142.051,-36.86926618,174.7855368
1157,516102,Waitaramoa,1.56212115,1.56212115,1759936.479,5917815.764,-36.87207304,174.7944377
1158,516201,Orakei South,1.35472415,1.35472415,1761128.311,5918085.403,-36.86944093,174.8077464
1159,516202,Waiata,1.37107452,1.37107452,1761063.23,5917200.452,-36.87742555,174.8072045
1160,516301,Meadowbank North,2.26668477,2.26668477,1763018.005,5917864.214,-36.87110953,174.8289852
1161,516302,Meadowbank South,2.50191851,2.50191851,1763105.515,5916782.849,-36.88083753,174.8301991
1162,516400,Orakei North,3.03352868,3.03352868,1762178.342,5919674.166,-36.8549463,174.8191821
1163,516500,Mission Bay,2.13050039,2.13050039,1763531.047,5919318.861,-36.85791445,174.8344252
1164,516601,Kohimarama West,1.07429766,1.07429766,1764186.56,5919507.974,-36.85609685,174.8417341
1165,516602,Kohimarama East,1.3068341,1.3068341,1764832.306,5919040.849,-36.86019319,174.8490757
1166,516700,St Heliers,1.82224689,1.82224689,1765864.896,5919830.938,-36.85289385,174.860481
1167,516800,Glendowie,2.04093186,2.04093186,1767039.009,5919529.287,-36.85540484,174.8737109
1168,516900,Glen Innes North,2.47984905,2.47984905,1766626.459,5918375.237,-36.86587548,174.8693388
1169,517001,Glen Innes West,1.80102856,1.80102856,1765590.684,5917520.975,-36.87375444,174.8579107
1170,517002,Glen Innes East,1.13320003,1.13320003,1766907.149,5917539.03,-36.87335998,174.8726702
1171,517100,Point England,1.49272984,1.49272984,1766231.151,5916386.368,-36.88386451,174.8653419
1172,517201,St Johns,0.90155109,0.90155109,1764692.595,5917276.637,-36.87611298,174.847892
1173,517202,Stonefields,1.06181293,1.06181293,1763935.356,5915933.842,-36.88834328,174.8396899
1174,517400,Newmarket,0.72837871,0.72837871,1758259.851,5918499.583,-36.86619412,174.7754921
1175,517500,Kingsland,1.26046277,1.26046277,1755459.808,5917863.488,-36.87239066,174.7442225
1176,517600,St Lukes,1.17929364,1.17929364,1754325.615,5917560.874,-36.87530342,174.731564
1177,517701,Sandringham North,0.8197577,0.8197577,1755000.393,5916875.997,-36.88136393,174.7392719
1178,517702,Sandringham West,1.05566835,1.05566835,1754356.184,5915948.84,-36.88982362,174.732235
1179,517703,Sandringham East,0.71518396,0.71518396,1754885.823,5915570.186,-36.89314867,174.7382537
1180,517800,Mt Albert Central,1.93575502,1.93575502,1753444.538,5916917.545,-36.88124377,174.7218124
1181,519810,Onehunga South West,1.69242778,1.69242778,1758105.015,5912303.465,-36.92204867,174.7750485
1182,519820,Onehunga South East,1.57039451,1.57039451,1759193.197,5912106.734,-36.92363808,174.7873015
1183,519900,Oranga,0.90861137,0.90861137,1760250.145,5913439.707,-36.91144874,174.7988806
1184,520000,Te Papapa,2.52475837,2.52475837,1760331.348,5912107.738,-36.92343611,174.8000739
1185,520201,Ellerslie North,1.71744471,1.71744471,1761837.481,5915358.314,-36.89389092,174.8162812
1186,520202,Ellerslie South,1.34897935,1.34897935,1761388.895,5914502.686,-36.90167703,174.8114313
1187,520301,Mt Wellington Domain,2.39320084,2.39320084,1764804.352,5915860.827,-36.88884978,174.8494531
1188,520302,Mt Wellington West,0.98032146,0.98032146,1763146.714,5915369.593,-36.89356383,174.8309653
1189,520303,Mt Wellington North,1.01793293,1.01793293,1763960.552,5914450.529,-36.90170345,174.8402935
1190,520401,Ferndale,1.64537691,1.64537691,1762847.084,5914365.686,-36.90266078,174.8278199
1191,520402,Hamlin,1.365003,1.365003,1763145.092,5913416.78,-36.91115888,174.8313677
1192,520500,Mt Wellington South,6.72672416,6.72672416,1764118.038,5912091.207,-36.9229333,174.8425717
1193,520601,Tamaki,1.50958815,1.50958815,1765886.743,5915034.139,-36.89610845,174.861775
1194,520602,Panmure Basin,1.59353039,1.06744161,1764985.725,5914116.227,-36.90453671,174.8518674
1195,520801,Waiheke Island,91.97501624,91.97501624,1787679.23,5925701.672,-36.79592625,175.1035791
1196,520803,Bays-Waiheke Island,31.94120791,0,1785616.312,5926618.709,-36.78807148,175.0802476
1197,520804,Tidal-Waiheke Island,3.97580543,0,1787616.396,5922545.382,-36.82437255,175.1036534
1198,520900,Islands-Motutapu Rangitoto Rakino,62.18467931,62.18467931,1777100.139,5924872.491,-36.80543434,174.9852641
1199,521000,Great Barrier Island,277.1614569,277.1614569,1817863.229,5991027.793,-36.20106824,175.4232212
1200,521111,Paerata-Cape Hill,11.66869133,11.66869133,1770066.659,5883250.44,-37.18171433,174.9158471
1201,521112,Eden Road-Hill Top,11.81219383,11.81219383,1766303.969,5880493.659,-37.2072287,174.8740943
1202,521114,Redoubt,8.31503931,8.31503931,1771459.771,5872592.574,-37.27747562,174.9339844
1203,521115,Opuawhanga,10.74141874,10.74141874,1774224.825,5872371.949,-37.2789496,174.965208
1204,521116,Buckland,0.76984369,0.76984369,1770885.308,5878165.516,-37.22737502,174.926229
1205,521117,Buckland South,19.83603256,19.83603256,1771509.408,5877492.282,-37.23332553,174.9334152
1206,521121,Patumahoe,48.96486805,48.96486805,1762192.176,5881118.761,-37.20232075,174.8276441
1207,522202,Papatoetoe Central,1.42074024,1.42074024,1765661.511,5905982.743,-36.97769895,174.8612312
1208,522301,Dingwall,1.0787858,1.0787858,1765735.66,5907317.756,-36.96565783,174.8617708
1209,522302,Papatoetoe East,1.46537442,1.46537442,1766724.497,5906423.894,-36.97353654,174.8730707
1210,522400,Puhinui North,1.0016075,1.0016075,1765880.541,5905313.502,-36.98369,174.8638379
1211,522601,Bucklands and Eastern Beaches,2.56436447,2.56436447,1770091.048,5918061.674,-36.868083,174.908258
1212,522603,Bleakhouse,0.78495044,0.78495044,1771474.327,5916280.651,-36.88387903,174.9241718
1213,522604,Bucklands Beach South,0.92118509,0.92118509,1769886.809,5916627.819,-36.88103825,174.9062889
1214,522605,Half Moon Bay Marina,0.14515729,0,1769331.76,5916850.523,-36.8791315,174.9000141
1215,522711,Pigeon Mountain North,0.99360732,0.99360732,1769690.153,5915514.575,-36.89110351,174.9043325
1216,522712,Murvale,1.12045173,1.12045173,1770482.214,5915642.598,-36.88980732,174.9131881
1217,522721,Pigeon Mountain South,0.42957161,0.42957161,1768967.992,5914530.269,-36.90010134,174.8964516
1218,522722,Highland Park,1.3514774,1.3514774,1770109.914,5914009.49,-36.9045881,174.9093788
1219,522723,Elsmore Park,1.79065993,1.79065993,1769179.572,5913579.712,-36.90862757,174.8990375
1220,522730,Half Moon Bay,1.24882293,1.24882293,1768950.277,5915744.904,-36.88916109,174.8959821
1221,522810,Pakuranga North,1.45101163,1.45101163,1768174.484,5914796.318,-36.89784612,174.8874909
1222,522820,Sunnyhills,1.62660416,1.62660416,1767149.398,5913923.332,-36.90589368,174.8761842
1223,522910,Pakuranga Central,1.25610523,1.25610523,1767326.453,5912853.412,-36.91550195,174.878407
1224,522920,Edgewater,1.50608494,1.50608494,1766566.104,5912517.438,-36.91866363,174.8699494
1225,523000,Pakuranga East,1.49026465,1.49026465,1768203.558,5912885.841,-36.9150537,174.8882413
1226,523101,Howick South,1.52362015,1.52362015,1770821.804,5913413.251,-36.90983126,174.9174997
1227,523102,Meadowland,1.84226357,1.84226357,1772309.585,5912981.26,-36.91345256,174.93429
1228,523105,Golfland,1.43214219,1.43214219,1769938.149,5912128.195,-36.9215687,174.907874
1229,523106,Millhouse,1.61661796,1.61661796,1770981.459,5912277.478,-36.92003505,174.9195475
1230,523107,Burswood,0.78356682,0.78356682,1769025.331,5911906.028,-36.92373445,174.8976807
1231,523109,Dannemora,1.42124442,1.42124442,1770577.216,5910628.706,-36.93496289,174.9153832
1232,523110,Kilkenny,1.15564943,1.15564943,1771536.833,5911488.823,-36.9270395,174.925958
1233,523112,Highbrook,5.50504781,5.50504781,1767602.17,5910351.708,-36.9379925,174.8820548
1234,526105,South Waiuku,2.24738332,2.24738332,1754273.083,5874869.316,-37.25997068,174.7397408
1235,526106,Pukeoware,7.71033681,7.71033681,1756155.157,5874695.315,-37.26122466,174.7609924
1236,526200,Tuakau,4.65795721,4.65795721,1772681.949,5874337.974,-37.26152568,174.9473576
1237,526400,Rotowaro,1.27070097,1.27070097,1783517.998,5837908.238,-37.5876072,175.0785417
1238,526500,Raglan,5.64614984,5.64614984,1764059.135,5813803.645,-37.80843062,174.8636916
1239,526601,Waikato Western Hills,503.5605149,503.5605149,1782490.897,5828355.13,-37.67386182,175.0693012
1240,526602,Te Uku,462.0523843,462.0523843,1768924.417,5803752.707,-37.89808279,174.9212816
1241,526603,Te Pahu,158.1513507,158.1513507,1787006.628,5800358.541,-37.92511777,175.1276983
1242,526701,Onewhero,736.0227987,736.0227987,1766713.196,5856894.538,-37.41976202,174.8840038
1243,526702,Te Akau,525.4893652,513.5889469,1770860.858,5835219.522,-37.61426518,174.9358913
1244,526900,Te Kauwhata,5.46953911,5.46953911,1789067.826,5858328.718,-37.40254879,175.1361124
1245,527004,Matangi,22.55384347,22.55384347,1809448.621,5814010.347,-37.79728693,175.3788867
1246,527005,Sylvester,3.20799749,3.20799749,1797452.902,5822306.874,-37.72523735,175.2404837
1247,527006,Flagstaff,2.00087769,2.00087769,1798562.063,5821386.972,-37.73328249,175.2533115
1248,527007,Horsham Downs,4.02539375,4.02539375,1799625.12,5822783.451,-37.72047427,175.2649833
1249,527008,Rototuna,1.48640418,1.48640418,1799838.226,5820977.18,-37.73669551,175.2678958
1250,527009,Huntington,3.73856037,3.73856037,1801090.44,5821194.789,-37.73446148,175.2820363
1251,527111,Whitikahu,304.3920331,304.3920331,1804102.238,5838089.468,-37.58164057,175.3114651
1252,527112,Taupiri Community,1.73058936,1.73058936,1793272.126,5834543.786,-37.61591386,175.1898343
1253,527122,Gordonton,42.88157532,42.88157532,1804159.004,5827196.321,-37.67973275,175.3151505
1254,527123,Kainui,109.2071485,109.2071485,1796695.516,5829034.548,-37.66480742,175.2300792
1255,527124,Newstead,8.22494155,8.22494155,1804140.041,5817041.261,-37.7711928,175.3177855
1256,527125,Eureka,122.1541242,122.1541242,1809924.168,5821433.416,-37.73032972,175.3821374
1257,527131,Tamahere-Tauwhare,130.0072223,130.0072223,1814515.066,5812959.799,-37.80557147,175.4366943
1258,527133,Hautapu,48.94111739,48.94111739,1816568.932,5807157.313,-37.8573371,175.4617412
1259,527134,Swayne,1.2604541,1.2604541,1817507.615,5805253.207,-37.87425949,175.4729754
1260,527210,Waerenga,458.0127613,422.5811096,1798548.171,5856812.796,-37.4142194,175.2435566
1261,527221,Maramarua,267.0923079,267.0923079,1796386.963,5871888.944,-37.27888734,175.2151574
1262,527935,Te Rahu,37.57716945,37.57716945,1805546.435,5795626.897,-37.96372669,175.339835
1263,527936,Kihikihi Flat,18.32084963,18.32084963,1805806.43,5788843.326,-38.02475622,175.3447373
1264,527937,Allen Road,11.60441507,11.60441507,1807556.712,5786410.444,-38.04626544,175.3653674
1265,528000,Rotongata,211.5252757,211.5252757,1823466.552,5780134.466,-38.09898675,175.5484818
1266,528200,Ngaruawahia,7.59110186,7.59110186,1789994.329,5828123.179,-37.67442788,175.1543905
1267,528310,Bryant,2.89738336,2.89738336,1798697.838,5819184.575,-37.75308847,175.2554533
1268,528320,Pukete,1.09168571,1.09168571,1797755.93,5820482.005,-37.74160743,175.244416
1269,528402,Pukete West,0.83937669,0.83937669,1796955.79,5820743.666,-37.73942333,175.2352703
1270,528403,Te Rapa,6.00347171,6.00347171,1796911.921,5819875.802,-37.74724912,175.2350079
1271,528405,Burbush,6.37375817,6.37375817,1794876.606,5819732.563,-37.74897491,175.2119608
1272,528406,Rotokauri,4.32448438,4.32448438,1796052.106,5817891.68,-37.76530364,175.2257911
1273,528501,Nawton,1.72615815,1.72615815,1797240.246,5815809.361,-37.78380224,175.2398367
