Meshblock (2013 Areas),Year,2001 proportion single family households
MB 0174517,2001,0.888888889
MB 0174601,2001,0.631578947
MB 0174604,2001,0.805555556
MB 0174605,2001,0.8
MB 0174606,2001,0.722222222
MB 0174607,2001,0.666666667
MB 0174608,2001,0.692307692
MB 0174609,2001,0.5
MB 0174610,2001,0.75
MB 0174611,2001,0.625
MB 0174612,2001,0.666666667
MB 0174613,2001,0.6
MB 0174701,2001,0.615384615
MB 0174702,2001,0.666666667
MB 0174703,2001,0.72
MB 0174801,2001,0.684210526
MB 0174802,2001,0.611111111
MB 0174902,2001,0.761904762
MB 0174903,2001,1
MB 0174904,2001,0.666666667
MB 0174905,2001,0.916666667
MB 0174906,2001,1
MB 0174907,2001,0.916666667
MB 0174908,2001,0.6875
MB 0175003,2001,0.76
MB 0175004,2001,1
MB 0175006,2001,0.64
MB 0175007,2001,0.833333333
MB 0175008,2001,0.75
MB 0175009,2001,0.714285714
MB 0175010,2001,0.857142857
MB 0175011,2001,0.727272727
MB 0175012,2001,0.818181818
MB 0175013,2001,#VALUE!
MB 0175104,2001,1
MB 0175105,2001,0.652173913
MB 0175106,2001,0.833333333
MB 0175110,2001,#VALUE!
MB 0175111,2001,0.833333333
MB 0175112,2001,0.818181818
MB 0175113,2001,0.727272727
MB 0175114,2001,0.875
MB 0175115,2001,#VALUE!
MB 0175116,2001,#VALUE!
MB 0175119,2001,#VALUE!
MB 0175120,2001,#VALUE!
MB 0175121,2001,0.714285714
MB 0175122,2001,1
MB 0175123,2001,0.6
MB 0175124,2001,0.8
MB 0175125,2001,#VALUE!
MB 0175126,2001,#VALUE!
MB 0175127,2001,#VALUE!
MB 0175128,2001,0.8
MB 0175129,2001,#VALUE!
MB 0175130,2001,#VALUE!
MB 0175131,2001,1
MB 0175132,2001,#VALUE!
MB 0175133,2001,#VALUE!
MB 0175134,2001,#VALUE!
MB 0175135,2001,#VALUE!
MB 0175136,2001,#VALUE!
MB 0175137,2001,#VALUE!
MB 0175138,2001,#VALUE!
MB 0175139,2001,#VALUE!
MB 0175140,2001,0.714285714
MB 0175141,2001,1
MB 0175142,2001,1
MB 0175143,2001,0.666666667
MB 0175144,2001,0.8
MB 0175145,2001,0.75
MB 0175200,2001,#VALUE!
MB 0175300,2001,#VALUE!
MB 0175400,2001,#VALUE!
MB 0175501,2001,0.818181818
MB 0175502,2001,0.428571429
MB 0175600,2001,0.5
MB 0175701,2001,0.666666667
MB 0175702,2001,0.826086957
MB 0175805,2001,0.823529412
MB 0175806,2001,0.75
MB 0175808,2001,0.833333333
MB 0175809,2001,0.846153846
MB 0175810,2001,0.785714286
MB 0175811,2001,0.818181818
MB 0175812,2001,0.875
MB 0175813,2001,0.571428571
MB 0175814,2001,1.2
MB 0175815,2001,0.75
MB 0175817,2001,#VALUE!
MB 0175818,2001,0.733333333
MB 0175902,2001,1
MB 0175903,2001,0.826086957
MB 0175904,2001,0.9
MB 0175906,2001,1
MB 0175907,2001,#VALUE!
MB 0175908,2001,0.8
MB 0175909,2001,0.8
MB 0175910,2001,0.714285714
MB 0176003,2001,0.772727273
MB 0176004,2001,0.793103448
MB 0176005,2001,#VALUE!
MB 0176006,2001,1
MB 0176007,2001,0.875
MB 0176008,2001,0.8
MB 0176101,2001,0.846153846
MB 0176103,2001,0.6
MB 0176104,2001,#VALUE!
MB 0176105,2001,0.888888889
MB 0176106,2001,0.833333333
MB 0176202,2001,#VALUE!
MB 0176203,2001,#VALUE!
MB 0176204,2001,0.666666667
MB 0176301,2001,1
MB 0176303,2001,#VALUE!
MB 0176304,2001,#VALUE!
MB 0176403,2001,#VALUE!
MB 0176404,2001,#VALUE!
MB 0176406,2001,0.818181818
MB 0176408,2001,0.777777778
MB 0176409,2001,0.909090909
MB 0176410,2001,0.888888889
MB 0176411,2001,1
MB 0176412,2001,0.25
MB 0176413,2001,#VALUE!
MB 0176414,2001,#VALUE!
MB 0176415,2001,#VALUE!
MB 0176501,2001,0.4
MB 0176503,2001,#VALUE!
MB 0176504,2001,0.5
MB 0176505,2001,#VALUE!
MB 0176506,2001,#VALUE!
MB 0176507,2001,#VALUE!
MB 0176508,2001,#VALUE!
MB 0176509,2001,#VALUE!
MB 0176510,2001,#VALUE!
MB 0176511,2001,#VALUE!
MB 0176512,2001,#VALUE!
MB 0176513,2001,#VALUE!
MB 0176514,2001,#VALUE!
MB 0176515,2001,#VALUE!
MB 0176516,2001,#VALUE!
MB 0176517,2001,#VALUE!
MB 0176518,2001,#VALUE!
MB 0176602,2001,#VALUE!
MB 0176603,2001,0.8
MB 0176604,2001,0.8
MB 0176700,2001,0.866666667
MB 0176801,2001,0.857142857
MB 0176802,2001,0.875
MB 0176901,2001,0.8
MB 0176902,2001,#VALUE!
MB 0176903,2001,0.8
MB 0176904,2001,1
MB 0176905,2001,0.875
MB 0176906,2001,#VALUE!
MB 0177000,2001,0.777777778
MB 0177100,2001,#VALUE!
MB 0177200,2001,#VALUE!
MB 0177300,2001,0.8125
MB 0177401,2001,0.875
MB 0177402,2001,0.875
MB 0177403,2001,1
MB 0177404,2001,0.8
MB 0177405,2001,0.8
MB 0177500,2001,0.866666667
MB 0177600,2001,0.705882353
MB 0177701,2001,0.8
MB 0177702,2001,0.909090909
MB 0177801,2001,0.863636364
MB 0177802,2001,0.777777778
MB 0177803,2001,0.789473684
MB 0177900,2001,0.857142857
MB 0178001,2001,0.769230769
MB 0178002,2001,0.846153846
MB 0178003,2001,0.85
MB 0178101,2001,0.818181818
MB 0178102,2001,0.8125
MB 0178201,2001,0.615384615
MB 0178202,2001,0.9
MB 0178203,2001,0.8
MB 0178302,2001,#VALUE!
MB 0178303,2001,0.769230769
MB 0178304,2001,0.727272727
MB 0178305,2001,0.692307692
MB 0178307,2001,0.428571429
MB 0178308,2001,1
MB 0178309,2001,1
MB 0178310,2001,1
MB 0178311,2001,#VALUE!
MB 0178312,2001,#VALUE!
MB 0178313,2001,#VALUE!
MB 0178401,2001,0.9
MB 0178402,2001,1
MB 0178403,2001,0.833333333
MB 0178404,2001,#VALUE!
MB 0178405,2001,#VALUE!
MB 0178406,2001,#VALUE!
MB 0178407,2001,#VALUE!
MB 0178408,2001,#VALUE!
MB 0178409,2001,#VALUE!
MB 0178501,2001,0.777777778
MB 0178503,2001,0.857142857
MB 0178504,2001,#VALUE!
MB 0178505,2001,#VALUE!
MB 0178506,2001,#VALUE!
MB 0178507,2001,#VALUE!
MB 0178508,2001,#VALUE!
MB 0178509,2001,#VALUE!
MB 0178510,2001,#VALUE!
MB 0178511,2001,#VALUE!
MB 0178602,2001,0.6
MB 0178605,2001,0.677419355
MB 0178606,2001,0.625
MB 0178607,2001,0.3
MB 0178608,2001,#VALUE!
MB 0178609,2001,#VALUE!
MB 0178610,2001,#VALUE!
MB 0178611,2001,0.8
MB 0178701,2001,0.785714286
MB 0178705,2001,0.666666667
MB 0178706,2001,#VALUE!
MB 0178707,2001,1
MB 0178708,2001,0.625
MB 0178709,2001,#VALUE!
MB 0178710,2001,1
MB 0178711,2001,0.666666667
MB 0178712,2001,0.583333333
MB 0178713,2001,0.8
MB 0178800,2001,0.1
MB 0178900,2001,#VALUE!
MB 0179000,2001,#VALUE!
MB 0179101,2001,0.68
MB 0179102,2001,0.722222222
MB 0179105,2001,0.818181818
MB 0179108,2001,0.818181818
MB 0179109,2001,#VALUE!
MB 0179110,2001,#VALUE!
MB 0179111,2001,#VALUE!
MB 0179112,2001,#VALUE!
MB 0179113,2001,#VALUE!
MB 0179114,2001,#VALUE!
MB 0179115,2001,#VALUE!
MB 0179116,2001,#VALUE!
MB 0179117,2001,#VALUE!
MB 0179118,2001,#VALUE!
MB 0179119,2001,#VALUE!
MB 0179120,2001,#VALUE!
MB 0179121,2001,1
MB 0179122,2001,0.8
MB 0179123,2001,#VALUE!
MB 0179124,2001,0.666666667
MB 0179125,2001,#VALUE!
MB 0179126,2001,#VALUE!
MB 0179127,2001,1
MB 0179128,2001,0.833333333
MB 0179129,2001,0.666666667
MB 0179130,2001,0.857142857
MB 0179131,2001,0.714285714
MB 0179132,2001,0.625
MB 0179133,2001,0.8
MB 0179134,2001,0.5
MB 0179135,2001,0.75
MB 0179201,2001,0.833333333
MB 0179204,2001,#VALUE!
MB 0179205,2001,#VALUE!
MB 0179206,2001,#VALUE!
MB 0179207,2001,#VALUE!
MB 0179208,2001,#VALUE!
MB 0179209,2001,#VALUE!
MB 0179210,2001,#VALUE!
MB 0179211,2001,1
MB 0179212,2001,0.8
MB 0179213,2001,0.833333333
MB 0179214,2001,0.545454545
MB 0179215,2001,#VALUE!
MB 0179216,2001,#VALUE!
MB 0179217,2001,#VALUE!
MB 0179218,2001,#VALUE!
MB 0179219,2001,#VALUE!
MB 0179301,2001,0.846153846
MB 0179303,2001,0.733333333
MB 0179304,2001,#VALUE!
MB 0179305,2001,0.8
MB 0179306,2001,0.75
MB 0179307,2001,0.714285714
MB 0179308,2001,0.833333333
MB 0179401,2001,1
MB 0179402,2001,0.8
MB 0179403,2001,0.6
MB 0179404,2001,1
MB 0179405,2001,1
MB 0179501,2001,0.777777778
MB 0179502,2001,0.777777778
MB 0179600,2001,0.8
MB 0179701,2001,0.869565217
MB 0179703,2001,0.833333333
MB 0179704,2001,0.866666667
MB 0179705,2001,0.888888889
MB 0179801,2001,0.9375
MB 0179803,2001,0.9375
MB 0179804,2001,0.9375
MB 0179805,2001,0.923076923
MB 0179902,2001,0.846153846
MB 0179904,2001,1
MB 0179905,2001,#VALUE!
MB 0179906,2001,#VALUE!
MB 0179907,2001,#VALUE!
MB 0179908,2001,0.8
MB 0179909,2001,1
MB 0179910,2001,#VALUE!
MB 0179911,2001,0.666666667
MB 0179912,2001,0.571428571
MB 0179913,2001,0.833333333
MB 0179914,2001,1
MB 0179915,2001,#VALUE!
MB 0180001,2001,0.714285714
MB 0180003,2001,#VALUE!
MB 0180004,2001,#VALUE!
MB 0180005,2001,#VALUE!
MB 0180101,2001,#VALUE!
MB 0180102,2001,#VALUE!
MB 0180103,2001,#VALUE!
MB 0180104,2001,#VALUE!
MB 0180105,2001,0.666666667
MB 0180106,2001,0.909090909
MB 0180201,2001,0.636363636
MB 0180202,2001,0.833333333
MB 0180203,2001,0.923076923
MB 0180204,2001,0.8125
MB 0180205,2001,0.866666667
MB 0180206,2001,0.833333333
MB 0180207,2001,0.944444444
MB 0180209,2001,0.888888889
MB 0180210,2001,0.785714286
MB 0180211,2001,0.882352941
MB 0180213,2001,0.428571429
MB 0180214,2001,#VALUE!
MB 0180215,2001,0.387096774
MB 0180301,2001,0.642857143
MB 0180302,2001,0.47826087
MB 0180404,2001,0.666666667
MB 0180405,2001,1
MB 0180406,2001,1
MB 0180407,2001,0.888888889
MB 0180408,2001,0.857142857
MB 0180409,2001,0.833333333
MB 0180410,2001,1
MB 0180411,2001,1
MB 0180412,2001,0.777777778
MB 0180501,2001,0.888888889
MB 0180502,2001,0.9
MB 0180503,2001,1
MB 0180504,2001,#VALUE!
MB 0180505,2001,1
MB 0180506,2001,#VALUE!
MB 0180507,2001,#VALUE!
MB 0180602,2001,0.7
MB 0180603,2001,0.958333333
MB 0180605,2001,0.894736842
MB 0180606,2001,1
MB 0180607,2001,#VALUE!
MB 0180608,2001,#VALUE!
MB 0180609,2001,#VALUE!
MB 0180610,2001,0.8
MB 0180611,2001,0.625
MB 0180612,2001,0.888888889
MB 0180613,2001,1
MB 0180614,2001,1
MB 0180615,2001,0.6
MB 0180616,2001,1
MB 0180701,2001,0.833333333
MB 0180704,2001,0.7
MB 0180705,2001,#VALUE!
MB 0180706,2001,#VALUE!
MB 0180707,2001,#VALUE!
MB 0180708,2001,#VALUE!
MB 0180709,2001,#VALUE!
MB 0180710,2001,#VALUE!
MB 0180711,2001,0.8
MB 0180712,2001,#VALUE!
MB 0180713,2001,#VALUE!
MB 0180714,2001,#VALUE!
MB 0180715,2001,#VALUE!
MB 0180716,2001,#VALUE!
MB 0180717,2001,#VALUE!
MB 0180809,2001,0.6
MB 0180810,2001,0.842105263
MB 0180811,2001,#VALUE!
MB 0180813,2001,#VALUE!
MB 0180815,2001,0.888888889
MB 0180816,2001,0.823529412
MB 0180818,2001,0.736842105
MB 0180819,2001,0.772727273
MB 0180823,2001,0.857142857
MB 0180824,2001,0.928571429
MB 0180825,2001,0.740740741
MB 0180826,2001,#VALUE!
MB 0180827,2001,0.7
MB 0180828,2001,0.8
MB 0180829,2001,0.88
MB 0180832,2001,0.875
MB 0180834,2001,0.923076923
MB 0180836,2001,0.884615385
MB 0180840,2001,0.6
MB 0180841,2001,0.833333333
MB 0180842,2001,0.904761905
MB 0180843,2001,0.941176471
MB 0180844,2001,0.8
MB 0180845,2001,0.875
MB 0180846,2001,0.833333333
MB 0180847,2001,0.818181818
MB 0180848,2001,0.875
MB 0180849,2001,0.863636364
MB 0180850,2001,0.733333333
MB 0180851,2001,0.761904762
MB 0180852,2001,0.846153846
MB 0180853,2001,0.8
MB 0180854,2001,0.75
MB 0180855,2001,0.722222222
MB 0180856,2001,1
MB 0180857,2001,#VALUE!
MB 0180858,2001,#VALUE!
MB 0180859,2001,1
MB 0180860,2001,0.666666667
MB 0180861,2001,#VALUE!
MB 0180862,2001,0.857142857
MB 0180863,2001,0.9
MB 0180864,2001,0.8
MB 0180865,2001,#VALUE!
MB 0180866,2001,#VALUE!
MB 0180867,2001,1
MB 0180868,2001,0.75
MB 0180869,2001,0.666666667
MB 0180870,2001,#VALUE!
MB 0180871,2001,#VALUE!
MB 0180872,2001,0.5
MB 0180873,2001,#VALUE!
MB 0180874,2001,#VALUE!
MB 0180875,2001,#VALUE!
MB 0180876,2001,#VALUE!
MB 0180877,2001,#VALUE!
MB 0180878,2001,#VALUE!
MB 0180901,2001,1
MB 0180902,2001,#VALUE!
MB 0180903,2001,#VALUE!
MB 0180904,2001,1
MB 0181001,2001,0.75
MB 0181002,2001,0.875
MB 0181003,2001,0.833333333
MB 0181004,2001,0.6
MB 0181101,2001,0.857142857
MB 0181102,2001,1
MB 0181103,2001,1.166666667
MB 0181104,2001,1
MB 0181105,2001,#VALUE!
MB 0181107,2001,0.666666667
MB 0181108,2001,0.8125
MB 0181109,2001,#VALUE!
MB 0181110,2001,1.333333333
MB 0181111,2001,#VALUE!
MB 0181112,2001,#VALUE!
MB 0181113,2001,#VALUE!
MB 0181114,2001,#VALUE!
MB 0181115,2001,#VALUE!
MB 0181116,2001,#VALUE!
MB 0181117,2001,#VALUE!
MB 0181118,2001,#VALUE!
MB 0181119,2001,#VALUE!
MB 0181120,2001,#VALUE!
MB 0181121,2001,#VALUE!
MB 0181122,2001,#VALUE!
MB 0181123,2001,#VALUE!
MB 0181124,2001,#VALUE!
MB 0181200,2001,0.666666667
MB 0181301,2001,#VALUE!
MB 0181302,2001,0.869565217
MB 0181303,2001,0.761904762
MB 0181304,2001,1
MB 0181305,2001,1
MB 0181400,2001,0.772727273
MB 0181501,2001,0.75
MB 0181502,2001,0.75
MB 0181503,2001,0.928571429
MB 0181606,2001,#VALUE!
MB 0181610,2001,#VALUE!
MB 0181612,2001,#VALUE!
MB 0181613,2001,#VALUE!
MB 0181614,2001,#VALUE!
MB 0181615,2001,#VALUE!
MB 0181616,2001,#VALUE!
MB 0181617,2001,#VALUE!
MB 0181618,2001,0.894736842
MB 0181619,2001,0.642857143
MB 0181620,2001,0.909090909
MB 0181621,2001,0.944444444
MB 0181622,2001,0.857142857
MB 0181701,2001,0.764705882
MB 0181702,2001,0.9
MB 0181703,2001,0.863636364
MB 0181800,2001,0.846153846
MB 0181901,2001,0.761904762
MB 0181902,2001,0.894736842
MB 0181904,2001,1
MB 0181905,2001,#VALUE!
MB 0181906,2001,0.857142857
MB 0182001,2001,0.714285714
MB 0182008,2001,0.733333333
MB 0182009,2001,0.666666667
MB 0182010,2001,0.727272727
MB 0182011,2001,0.6
MB 0182013,2001,0.785714286
MB 0182014,2001,0.769230769
MB 0182017,2001,0.75
MB 0182018,2001,0.826086957
MB 0182019,2001,0.4
MB 0182020,2001,0.75
MB 0182021,2001,0.5
MB 0182022,2001,0.769230769
MB 0182023,2001,0.785714286
MB 0182024,2001,0.75
MB 0182025,2001,1
MB 0182026,2001,0.714285714
MB 0182027,2001,0.666666667
MB 0182028,2001,0.857142857
MB 0182029,2001,0.666666667
MB 0182030,2001,0.75
MB 0182100,2001,0.642857143
MB 0182200,2001,0.714285714
MB 0182300,2001,0.785714286
MB 0182400,2001,0.666666667
MB 0182500,2001,0.692307692
MB 0182601,2001,0.75
MB 0182602,2001,0.612903226
MB 0182603,2001,0.666666667
MB 0182702,2001,0.75
MB 0182705,2001,0.736842105
MB 0182706,2001,0.833333333
MB 0182708,2001,0.733333333
MB 0182709,2001,0.714285714
MB 0182710,2001,0.833333333
MB 0182711,2001,0.75
MB 0182802,2001,#VALUE!
MB 0182803,2001,#VALUE!
MB 0182804,2001,#VALUE!
MB 0182805,2001,0.625
MB 0182806,2001,0.875
MB 0182902,2001,0.666666667
MB 0182903,2001,0.769230769
MB 0182904,2001,0.75
MB 0183000,2001,0.608695652
MB 0183100,2001,0.647058824
MB 0183201,2001,0.652173913
MB 0183202,2001,0.833333333
MB 0183300,2001,0.705882353
MB 0183400,2001,0.714285714
MB 0183501,2001,#VALUE!
MB 0183502,2001,0.590909091
MB 0183503,2001,0.714285714
MB 0183601,2001,#VALUE!
MB 0183602,2001,0.555555556
MB 0183700,2001,0.6
MB 0183800,2001,#VALUE!
MB 0183902,2001,0.75862069
MB 0183903,2001,0.666666667
MB 0183904,2001,0.75
MB 0183906,2001,0.75
MB 0183907,2001,0.85
MB 0183908,2001,1
MB 0184000,2001,0.65
MB 0184100,2001,0.764705882
MB 0184200,2001,0.684210526
MB 0184300,2001,0.55
MB 0184400,2001,0.8
MB 0184500,2001,0.75
MB 0184600,2001,0.695652174
MB 0184701,2001,0.608695652
MB 0184703,2001,0.75
MB 0184704,2001,0.833333333
MB 0184800,2001,0.608695652
MB 0184903,2001,0.8
MB 0184904,2001,0.818181818
MB 0184905,2001,0.6875
MB 0184906,2001,0.684210526
MB 0184907,2001,1
MB 0184909,2001,1
MB 0184910,2001,0.894736842
MB 0184911,2001,#VALUE!
MB 0184912,2001,0.705882353
MB 0185001,2001,0.740740741
MB 0185003,2001,0.703703704
MB 0185004,2001,#VALUE!
MB 0185005,2001,0.8125
MB 0185006,2001,0.764705882
MB 0185102,2001,0.791666667
MB 0185103,2001,0.75
MB 0185104,2001,0.761904762
MB 0185200,2001,0.714285714
MB 0185301,2001,0.8
MB 0185302,2001,0.833333333
MB 0185400,2001,0.769230769
MB 0185500,2001,0.8
MB 0185601,2001,0.666666667
MB 0185602,2001,0.642857143
MB 0185603,2001,1
MB 0185700,2001,0.818181818
MB 0185800,2001,0.647058824
MB 0185901,2001,0.772727273
MB 0185902,2001,0.727272727
MB 0186002,2001,0.647058824
MB 0186003,2001,0.888888889
MB 0186004,2001,0.722222222
MB 0186101,2001,0.625
MB 0186103,2001,0.8
MB 0186104,2001,0.80952381
MB 0186105,2001,0.928571429
MB 0186200,2001,0.736842105
MB 0186301,2001,0.692307692
MB 0186302,2001,0.666666667
MB 0186401,2001,0.72
MB 0186402,2001,0.666666667
MB 0186500,2001,0.75
MB 0186600,2001,0.678571429
MB 0186700,2001,0.75
MB 0186800,2001,0.75
MB 0186900,2001,0.727272727
MB 0187000,2001,0.764705882
MB 0187100,2001,0.769230769
MB 0187200,2001,0.8125
MB 0187300,2001,0.8
MB 0187401,2001,0.833333333
MB 0187404,2001,0.814814815
MB 0187405,2001,0.8
MB 0187406,2001,0.789473684
MB 0187407,2001,0.8125
MB 0187500,2001,0.681818182
MB 0187600,2001,0.666666667
MB 0187700,2001,0.578947368
MB 0187801,2001,0.818181818
MB 0187802,2001,0.625
MB 0187803,2001,0.666666667
MB 0187901,2001,0.9375
MB 0187902,2001,0.842105263
MB 0187903,2001,0.647058824
MB 0188001,2001,0.684210526
MB 0188002,2001,0.75
MB 0188100,2001,0.8
MB 0188200,2001,0.666666667
MB 0188300,2001,0.666666667
MB 0188401,2001,0.8
MB 0188402,2001,0.75
MB 0188500,2001,0.733333333
MB 0188601,2001,0.75
MB 0188602,2001,0.75
MB 0188700,2001,0.882352941
MB 0188800,2001,0.695652174
MB 0188901,2001,0.818181818
MB 0188902,2001,0.571428571
MB 0189001,2001,0.75
MB 0189002,2001,0.666666667
MB 0189101,2001,0.739130435
MB 0189103,2001,0.6875
MB 0189104,2001,0.75
MB 0189200,2001,0.6
MB 0189302,2001,0.8
MB 0189303,2001,0.8
MB 0189304,2001,0.846153846
MB 0189305,2001,1
MB 0189400,2001,#VALUE!
MB 0189500,2001,0.647058824
MB 0189600,2001,0.777777778
MB 0189702,2001,0.666666667
MB 0189703,2001,0.75
MB 0189705,2001,0.833333333
MB 0189706,2001,0.866666667
MB 0189707,2001,0.888888889
MB 0189802,2001,1
MB 0189803,2001,0.944444444
MB 0189804,2001,0.85
MB 0189901,2001,0.875
MB 0189902,2001,0.8
MB 0190000,2001,0.64
MB 0190100,2001,0.722222222
MB 0190200,2001,0.7
MB 0190300,2001,0.884615385
MB 0190400,2001,0.85
MB 0190500,2001,0.625
MB 0190600,2001,0.823529412
MB 0190700,2001,0.714285714
MB 0190800,2001,0.833333333
MB 0190900,2001,0.6
MB 0191000,2001,0.833333333
MB 0191101,2001,#VALUE!
MB 0191104,2001,0.684210526
MB 0191105,2001,0.625
MB 0191106,2001,0.666666667
MB 0191107,2001,1
MB 0191200,2001,0.8
MB 0191301,2001,1
MB 0191302,2001,0.8
MB 0191401,2001,0.666666667
MB 0191402,2001,0.714285714
MB 0191501,2001,0.5
MB 0191502,2001,1
MB 0191600,2001,1
MB 0191700,2001,0.545454545
MB 0191801,2001,0.714285714
MB 0191803,2001,0.5
MB 0191804,2001,0.875
MB 0191805,2001,0.666666667
MB 0191901,2001,0.75
MB 0191903,2001,0.666666667
MB 0191904,2001,0.7
MB 0192000,2001,0.833333333
MB 0192100,2001,0.666666667
MB 0192200,2001,0.833333333
MB 0192300,2001,0.631578947
MB 0192400,2001,0.857142857
MB 0192500,2001,0.6
MB 0192600,2001,0.6875
MB 0192700,2001,0.6875
MB 0192800,2001,0.428571429
MB 0192900,2001,0.777777778
MB 0193000,2001,0.727272727
MB 0193100,2001,0.9
MB 0193200,2001,0.733333333
MB 0193300,2001,0.75
MB 0193400,2001,0.727272727
MB 0193500,2001,0.625
MB 0193600,2001,0.9
MB 0193701,2001,0.909090909
MB 0193702,2001,0.75
MB 0193801,2001,0.777777778
MB 0193802,2001,0.8
MB 0193900,2001,0.714285714
MB 0194000,2001,0.647058824
MB 0194100,2001,0.647058824
MB 0194200,2001,0.736842105
MB 0194300,2001,0.8125
MB 0194402,2001,0.8
MB 0194403,2001,0.888888889
MB 0194405,2001,0.863636364
MB 0194407,2001,0.727272727
MB 0194408,2001,0.6
MB 0194409,2001,0.303030303
MB 0194410,2001,0.714285714
MB 0194501,2001,0.7
MB 0194502,2001,0.681818182
MB 0194600,2001,0.666666667
MB 0194700,2001,0.7
MB 0194800,2001,0.696969697
MB 0194900,2001,0.8125
MB 0195001,2001,0.8
MB 0195002,2001,#VALUE!
MB 0195100,2001,0.666666667
MB 0195200,2001,1.5
MB 0195300,2001,0.75
MB 0195400,2001,0.692307692
MB 0195500,2001,0.6875
MB 0195600,2001,0.705882353
MB 0195700,2001,0.777777778
MB 0195800,2001,0.714285714
MB 0195900,2001,0.578947368
MB 0196000,2001,0.8125
MB 0196100,2001,0.444444444
MB 0196201,2001,0.5
MB 0196202,2001,0.705882353
MB 0196301,2001,0.692307692
MB 0196302,2001,0.8
MB 0196401,2001,0.571428571
MB 0196402,2001,0.833333333
MB 0196500,2001,0.7
MB 0196600,2001,0.875
MB 0196700,2001,#VALUE!
MB 0196801,2001,0.833333333
MB 0196802,2001,0.8
MB 0196900,2001,0.611111111
MB 0197001,2001,0.625
MB 0197002,2001,0.6
MB 0197100,2001,0.75
MB 0197200,2001,0.818181818
MB 0197300,2001,0.7
MB 0197401,2001,0.7
MB 0197402,2001,0.833333333
MB 0197500,2001,0.666666667
MB 0197600,2001,0.722222222
MB 0197700,2001,0.923076923
MB 0197801,2001,0.714285714
MB 0197802,2001,0.75
MB 0197900,2001,0.666666667
MB 0198000,2001,0.769230769
MB 0198100,2001,0.545454545
MB 0198200,2001,0.772727273
MB 0198300,2001,0.5
MB 0198401,2001,0.555555556
MB 0198402,2001,1
MB 0198500,2001,#VALUE!
MB 0198600,2001,#VALUE!
MB 0198701,2001,#VALUE!
MB 0198702,2001,1
MB 0198801,2001,#VALUE!
MB 0198802,2001,1
MB 0198900,2001,0.8
MB 0199001,2001,#VALUE!
MB 0199002,2001,0.714285714
MB 0199100,2001,0.642857143
MB 0199201,2001,0.857142857
MB 0199202,2001,0.75
MB 0199300,2001,1
MB 0199400,2001,0.647058824
MB 0199500,2001,0.8
MB 0199600,2001,0.666666667
MB 0199700,2001,0.666666667
MB 0199800,2001,0.727272727
MB 0199900,2001,0.8125
MB 0200000,2001,0.25
MB 0200100,2001,0.722222222
MB 0200200,2001,0.555555556
MB 0200300,2001,0.636363636
MB 0200401,2001,0.4
MB 0200402,2001,0.714285714
MB 0200500,2001,0.555555556
MB 0200600,2001,0.647058824
MB 0200701,2001,0.6
MB 0200702,2001,0.7
MB 0200800,2001,0.666666667
MB 0200901,2001,0.5
MB 0200902,2001,0.555555556
MB 0201000,2001,0.789473684
MB 0201100,2001,0.65
MB 0201200,2001,0.714285714
MB 0201300,2001,0.916666667
MB 0201400,2001,0.714285714
MB 0201501,2001,0.7
MB 0201502,2001,0.636363636
MB 0201600,2001,0.636363636
MB 0201701,2001,0.6
MB 0201702,2001,0.727272727
MB 0201801,2001,0.666666667
MB 0201802,2001,0.818181818
MB 0201900,2001,0.666666667
MB 0202000,2001,0.8
MB 0202101,2001,0.666666667
MB 0202102,2001,0.75
MB 0202200,2001,0.75
MB 0202300,2001,0.777777778
MB 0202400,2001,0.65
MB 0202501,2001,0.882352941
MB 0202502,2001,0.722222222
MB 0202600,2001,1
MB 0202700,2001,#VALUE!
MB 0202801,2001,0.571428571
MB 0202802,2001,0.727272727
MB 0202803,2001,0.666666667
MB 0202900,2001,0.647058824
MB 0203000,2001,0.5
MB 0203100,2001,0.571428571
MB 0203200,2001,0.8125
MB 0203300,2001,0.6875
MB 0203400,2001,0.764705882
MB 0203500,2001,0.8
MB 0203601,2001,0.75
MB 0203602,2001,0.75
MB 0203700,2001,0.677419355
MB 0203801,2001,0.7
MB 0203802,2001,0.6
MB 0203900,2001,0.75
MB 0204000,2001,0.75
MB 0204100,2001,0.75
MB 0204200,2001,0.6
MB 0204300,2001,0.846153846
MB 0204400,2001,0.636363636
MB 0204500,2001,0.833333333
MB 0204600,2001,0.5625
MB 0204701,2001,0.6
MB 0204702,2001,0.272727273
MB 0204800,2001,0.5
MB 0204900,2001,0.714285714
MB 0205001,2001,0.375
MB 0205002,2001,1
MB 0205003,2001,0.625
MB 0205100,2001,0.5625
MB 0205201,2001,0.8
MB 0205202,2001,1
MB 0205300,2001,0.684210526
MB 0205401,2001,0.714285714
MB 0205402,2001,1
MB 0205500,2001,0.833333333
MB 0205600,2001,0.785714286
MB 0205700,2001,0.722222222
MB 0205801,2001,0.7
MB 0205802,2001,0.833333333
MB 0205900,2001,0.785714286
MB 0206001,2001,0.9
MB 0206002,2001,0.75
MB 0206100,2001,0.636363636
MB 0206200,2001,0.888888889
MB 0206300,2001,0.588235294
MB 0206400,2001,0.722222222
MB 0206500,2001,0.789473684
MB 0206600,2001,0.75
MB 0206700,2001,0.75
MB 0206800,2001,0.684210526
MB 0206900,2001,0.888888889
MB 0207000,2001,0.736842105
MB 0207100,2001,0.636363636
