Meshblock,Year,Proprtion partnered,Proportion 1 or more children,Proportion with at least a bachelors degree,Median personal income 2001
MB 0165801,2001,0.72,NA,NA,25800
MB 0165805,2001,0.636363636,NA,NA,28800
MB 0165806,2001,0.655172414,NA,NA,20400
MB 0165807,2001,0.657142857,NA,NA,25400
MB 0165808,2001,0.8,NA,NA,30800
MB 0165809,2001,0.714285714,NA,NA,28300
MB 0165810,2001,0.6,NA,NA,30600
MB 0165811,2001,0.533333333,NA,NA,26700
MB 0165900,2001,0.62295082,NA,NA,27100
MB 0166000,2001,0.666666667,NA,NA,25200
MB 0166102,2001,0.684210526,NA,NA,27500
MB 0166103,2001,0.681818182,NA,NA,25800
MB 0166104,2001,0.641509434,NA,NA,24000
MB 0166105,2001,0.657894737,NA,NA,27500
MB 0166200,2001,0.615384615,NA,NA,22100
MB 0166301,2001,0.736842105,NA,NA,27500
MB 0166302,2001,0.444444444,NA,NA,17500
MB 0166303,2001,0.705882353,NA,NA,22500
MB 0166304,2001,0.526315789,NA,NA,20800
MB 0166305,2001,0.785714286,NA,NA,22500
MB 0166401,2001,0.65,NA,NA,24200
MB 0166404,2001,0.77027027,NA,NA,30200
MB 0166405,2001,0.714285714,NA,NA,35000
MB 0166406,2001,0.75,NA,NA,30600
MB 0166407,2001,0.735294118,NA,NA,32000
MB 0166408,2001,0.727272727,NA,NA,21300
MB 0166409,2001,0.8125,NA,NA,35000
MB 0166410,2001,0.791666667,NA,NA,25800
MB 0166500,2001,0.657894737,NA,NA,21700
MB 0166600,2001,0.655172414,NA,NA,30200
MB 0166700,2001,0.676470588,NA,NA,27500
MB 0166800,2001,0.625,NA,NA,21500
MB 0166901,2001,0.714285714,NA,NA,20400
MB 0166902,2001,0.823529412,NA,NA,37500
MB 0166903,2001,0.608695652,NA,NA,22500
MB 0166904,2001,0.703703704,NA,NA,14500
MB 0166905,2001,0.517241379,NA,NA,24200
MB 0167000,2001,0.648648649,NA,NA,26300
MB 0167100,2001,0.75,NA,NA,27500
MB 0167201,2001,0.8,NA,NA,35000
MB 0167202,2001,0.533333333,NA,NA,20800
MB 0167301,2001,0.166666667,NA,NA,13200
MB 0167302,2001,0.75,NA,NA,25800
MB 0167303,2001,0.846153846,NA,NA,21300
MB 0167400,2001,0.555555556,NA,NA,17500
MB 0167500,2001,0.6,NA,NA,21300
MB 0167601,2001,0.666666667,NA,NA,24200
MB 0167602,2001,0.606060606,NA,NA,17500
MB 0167700,2001,0.606060606,NA,NA,22500
MB 0167800,2001,0.6,NA,NA,18300
MB 0167900,2001,0.529411765,NA,NA,22500
MB 0168001,2001,0.648648649,NA,NA,25600
MB 0168002,2001,0.4,NA,NA,15800
MB 0168100,2001,0.666666667,NA,NA,27500
MB 0168200,2001,0.6875,NA,NA,18800
MB 0168300,2001,0.551724138,NA,NA,16300
MB 0168400,2001,0.617647059,NA,NA,27500
MB 0168500,2001,0.64,NA,NA,31000
MB 0168601,2001,0.75,NA,NA,17500
MB 0168602,2001,0.6,NA,NA,75000
MB 0168701,2001,0.5,NA,NA,20800
MB 0168702,2001,0.4,NA,NA,17500
MB 0168800,2001,0.818181818,NA,NA,31700
MB 0168901,2001,0.657894737,NA,NA,22500
MB 0168902,2001,0.705882353,NA,NA,20200
MB 0169000,2001,0.625,NA,NA,18500
MB 0169100,2001,0.653846154,NA,NA,16900
MB 0169200,2001,0.666666667,NA,NA,15800
MB 0169300,2001,0.695652174,NA,NA,18800
MB 0169400,2001,0.677419355,NA,NA,20800
MB 0169500,2001,0.578947368,NA,NA,22500
MB 0169600,2001,0.655172414,NA,NA,28800
MB 0169700,2001,0.564102564,NA,NA,28100
MB 0169800,2001,0.652173913,NA,NA,25400
MB 0169900,2001,0.655172414,NA,NA,20800
MB 0170000,2001,0.684210526,NA,NA,20400
MB 0170100,2001,0.580645161,NA,NA,17500
MB 0170200,2001,0.761904762,NA,NA,25400
MB 0170300,2001,0.68,NA,NA,18300
MB 0170401,2001,0.625,NA,NA,27500
MB 0170402,2001,0.75,NA,NA,30800
MB 0170403,2001,0.647058824,NA,NA,27500
MB 0170500,2001,0.636363636,NA,NA,27500
MB 0170601,2001,0.6,NA,NA,18800
MB 0170602,2001,0.692307692,NA,NA,17500
MB 0170603,2001,0.461538462,NA,NA,14200
MB 0170604,2001,0.5,NA,NA,25800
MB 0170605,2001,0.5,NA,NA,17500
MB 0170700,2001,#VALUE!,NA,NA,..C
MB 0170803,2001,0.771428571,NA,NA,18300
MB 0170805,2001,#VALUE!,NA,NA,..C
MB 0170806,2001,#VALUE!,NA,NA,..C
MB 0170807,2001,0.642857143,NA,NA,21700
MB 0170808,2001,0.647058824,NA,NA,20200
MB 0170809,2001,0.65,NA,NA,27500
MB 0170810,2001,0.675675676,NA,NA,22500
MB 0170811,2001,0.736842105,NA,NA,20800
MB 0170812,2001,0.681818182,NA,NA,18300
MB 0170900,2001,0.621621622,NA,NA,22500
MB 0171000,2001,0.666666667,NA,NA,18800
MB 0171101,2001,0.692307692,NA,NA,14300
MB 0171102,2001,0.470588235,NA,NA,11700
MB 0171103,2001,0.68,NA,NA,13900
MB 0171104,2001,0.545454545,NA,NA,30800
MB 0171201,2001,0.636363636,NA,NA,27500
MB 0171202,2001,0.615384615,NA,NA,14400
MB 0171203,2001,0.5625,NA,NA,19200
MB 0171204,2001,0.545454545,NA,NA,21300
MB 0171205,2001,0.3,NA,NA,12500
MB 0171305,2001,0.707317073,NA,NA,18300
MB 0171306,2001,0.324324324,NA,NA,11600
MB 0171308,2001,#VALUE!,NA,NA,..C
MB 0171309,2001,0.692307692,NA,NA,28300
MB 0171310,2001,0.6875,NA,NA,13800
MB 0171311,2001,0.8,NA,NA,27500
MB 0171312,2001,0.714285714,NA,NA,18800
MB 0171313,2001,#VALUE!,NA,NA,..C
MB 0171314,2001,0.555555556,NA,NA,10800
MB 0171315,2001,0.545454545,NA,NA,14200
MB 0171316,2001,#VALUE!,NA,NA,..C
MB 0171317,2001,#VALUE!,NA,NA,..C
MB 0171318,2001,0.588235294,NA,NA,15800
MB 0171319,2001,0.538461538,NA,NA,14000
MB 0171320,2001,0.466666667,NA,NA,13300
MB 0171321,2001,0.571428571,NA,NA,10600
MB 0171400,2001,0.625,NA,NA,27500
MB 0171500,2001,0.611111111,NA,NA,23300
MB 0171601,2001,0.611111111,NA,NA,11900
MB 0171602,2001,0.542857143,NA,NA,13300
MB 0171603,2001,0.625,NA,NA,14600
MB 0171701,2001,0.553846154,NA,NA,12600
MB 0171703,2001,#VALUE!,NA,NA,..C
MB 0171704,2001,1,NA,NA,57500
MB 0171705,2001,#VALUE!,NA,NA,..C
MB 0171706,2001,#VALUE!,NA,NA,22500
MB 0171707,2001,#VALUE!,NA,NA,..C
MB 0171708,2001,0.633333333,NA,NA,14400
MB 0171709,2001,0.58974359,NA,NA,14800
MB 0171803,2001,0.666666667,NA,NA,13100
MB 0171804,2001,0.574074074,NA,NA,13600
MB 0171805,2001,0.636363636,NA,NA,21300
MB 0171806,2001,0.583333333,NA,NA,27500
MB 0171807,2001,0.636363636,NA,NA,9400
MB 0171808,2001,0.571428571,NA,NA,27500
MB 0171809,2001,0.666666667,NA,NA,20800
MB 0171810,2001,0.545454545,NA,NA,12500
MB 0171811,2001,0.5,NA,NA,12500
MB 0171902,2001,0.696969697,NA,NA,14200
MB 0171903,2001,0.741935484,NA,NA,18300
MB 0171904,2001,0.756097561,NA,NA,13600
MB 0171906,2001,0.739130435,NA,NA,18300
MB 0171907,2001,0.794117647,NA,NA,19200
MB 0171908,2001,0.761904762,NA,NA,13200
MB 0171909,2001,0.818181818,NA,NA,14000
MB 0171910,2001,0.714285714,NA,NA,16300
MB 0171911,2001,0.681818182,NA,NA,15800
MB 0172000,2001,#VALUE!,NA,NA,..C
MB 0172101,2001,0.444444444,NA,NA,14400
MB 0172102,2001,#VALUE!,NA,NA,..C
MB 0172103,2001,0.375,NA,NA,9400
MB 0172104,2001,0.2,NA,NA,10800
MB 0172105,2001,0.8125,NA,NA,11900
MB 0172106,2001,0.545454545,NA,NA,13000
MB 0172107,2001,#VALUE!,NA,NA,40800
MB 0172108,2001,0.5,NA,NA,12500
MB 0172202,2001,0.6,NA,NA,14000
MB 0172203,2001,0.538461538,NA,NA,17500
MB 0172204,2001,0.583333333,NA,NA,15800
MB 0172205,2001,0.590909091,NA,NA,14600
MB 0172206,2001,0.714285714,NA,NA,15400
MB 0172207,2001,0.454545455,NA,NA,22500
MB 0172300,2001,0.50877193,NA,NA,12800
MB 0172401,2001,0.6,NA,NA,14200
MB 0172402,2001,0.657142857,NA,NA,13800
MB 0172501,2001,0.6,NA,NA,15800
MB 0172502,2001,0.545454545,NA,NA,15600
MB 0172601,2001,0.675675676,NA,NA,15600
MB 0172603,2001,0.666666667,NA,NA,22500
MB 0172604,2001,0.65625,NA,NA,23300
MB 0172605,2001,0.619047619,NA,NA,17500
MB 0172702,2001,0.653061224,NA,NA,16000
MB 0172703,2001,0.459459459,NA,NA,13400
MB 0172704,2001,0.697674419,NA,NA,17000
MB 0172802,2001,0.73015873,NA,NA,22000
MB 0172803,2001,0.620689655,NA,NA,17000
MB 0172805,2001,0.777777778,NA,NA,18800
MB 0172806,2001,0.705882353,NA,NA,19200
MB 0172807,2001,0.413333333,NA,NA,14500
MB 0172902,2001,0.724137931,NA,NA,15300
MB 0172903,2001,0.571428571,NA,NA,14800
MB 0172904,2001,0.679245283,NA,NA,18500
MB 0172905,2001,0.793103448,NA,NA,15800
MB 0173003,2001,0.625,NA,NA,14600
MB 0173004,2001,0.523809524,NA,NA,14500
MB 0173005,2001,0.666666667,NA,NA,22500
MB 0173006,2001,0.615384615,NA,NA,28800
MB 0173007,2001,0.444444444,NA,NA,15800
MB 0173008,2001,0.636363636,NA,NA,14200
MB 0173009,2001,0.5,NA,NA,20800
MB 0173010,2001,0.666666667,NA,NA,14200
MB 0173011,2001,0.5,NA,NA,22500
MB 0173012,2001,0.666666667,NA,NA,45000
MB 0173013,2001,0.583333333,NA,NA,35000
MB 0173105,2001,0.666666667,NA,NA,23000
MB 0173106,2001,0.753623188,NA,NA,21700
MB 0173108,2001,0.684210526,NA,NA,19400
MB 0173111,2001,0.666666667,NA,NA,25400
MB 0173112,2001,0.818181818,NA,NA,26300
MB 0173113,2001,0.7,NA,NA,25800
MB 0173114,2001,0.7,NA,NA,27500
MB 0173115,2001,0.714285714,NA,NA,21700
MB 0173116,2001,0.75,NA,NA,25800
MB 0173117,2001,0.58974359,NA,NA,22500
MB 0173118,2001,0.634146341,NA,NA,14700
MB 0173119,2001,0.619047619,NA,NA,17500
MB 0173120,2001,0.548387097,NA,NA,12900
MB 0173121,2001,0.692307692,NA,NA,20800
MB 0173201,2001,0.777777778,NA,NA,23300
MB 0173202,2001,0.698113208,NA,NA,19600
MB 0173305,2001,0.692307692,NA,NA,17500
MB 0173306,2001,0.673076923,NA,NA,22000
MB 0173308,2001,0.64,NA,NA,23000
MB 0173309,2001,0.68,NA,NA,17500
MB 0173310,2001,0.638297872,NA,NA,18800
MB 0173311,2001,0.627906977,NA,NA,25200
MB 0173312,2001,0.675,NA,NA,20300
MB 0173313,2001,0.8,NA,NA,19200
MB 0173314,2001,0.777777778,NA,NA,20600
MB 0173404,2001,0.676470588,NA,NA,21000
MB 0173406,2001,0.594594595,NA,NA,20600
MB 0173407,2001,0.704918033,NA,NA,17100
MB 0173408,2001,0.653061224,NA,NA,24200
MB 0173410,2001,0.68,NA,NA,16300
MB 0173411,2001,0.625,NA,NA,22500
MB 0173412,2001,0.666666667,NA,NA,25800
MB 0173413,2001,0.642857143,NA,NA,28300
MB 0173414,2001,0.787234043,NA,NA,20400
MB 0173415,2001,0.580645161,NA,NA,22500
MB 0173416,2001,0.571428571,NA,NA,19200
MB 0173417,2001,0.606060606,NA,NA,19200
MB 0173418,2001,0.5,NA,NA,22500
MB 0173501,2001,0.696969697,NA,NA,20400
MB 0173502,2001,0.571428571,NA,NA,21700
MB 0173504,2001,0.642857143,NA,NA,16300
MB 0173505,2001,0.6,NA,NA,20800
MB 0173506,2001,0.75,NA,NA,22500
MB 0173507,2001,0.555555556,NA,NA,25800
MB 0173508,2001,0.588235294,NA,NA,20800
MB 0173509,2001,0.615384615,NA,NA,18800
MB 0173601,2001,0.672727273,NA,NA,25800
MB 0173603,2001,0.737704918,NA,NA,21300
MB 0173604,2001,0.535714286,NA,NA,20400
MB 0173605,2001,0.652173913,NA,NA,25400
MB 0173706,2001,0.722222222,NA,NA,14800
MB 0173707,2001,0.625,NA,NA,28300
MB 0173708,2001,#VALUE!,NA,NA,..C
MB 0173709,2001,0.833333333,NA,NA,37500
MB 0173710,2001,0.75,NA,NA,15800
MB 0173711,2001,0.470588235,NA,NA,18800
MB 0173712,2001,0.8125,NA,NA,14400
MB 0173713,2001,1,NA,NA,12500
MB 0173714,2001,0.714285714,NA,NA,18800
MB 0173715,2001,0.68,NA,NA,23800
MB 0173716,2001,0.5,NA,NA,23800
MB 0173717,2001,0.818181818,NA,NA,32500
MB 0173718,2001,0.6,NA,NA,22500
MB 0173803,2001,0.619047619,NA,NA,30300
MB 0173804,2001,#VALUE!,NA,NA,*
MB 0173805,2001,0.8125,NA,NA,25800
MB 0173806,2001,0.576923077,NA,NA,15100
MB 0173807,2001,0.590909091,NA,NA,21700
MB 0173808,2001,0.631578947,NA,NA,16300
MB 0173809,2001,0.4,NA,NA,17500
MB 0173810,2001,0.55,NA,NA,16700
MB 0173811,2001,0.62962963,NA,NA,18100
MB 0173903,2001,0.675675676,NA,NA,27500
MB 0173904,2001,0.826086957,NA,NA,26500
MB 0173905,2001,0.680851064,NA,NA,23800
MB 0173906,2001,0.771428571,NA,NA,26700
MB 0173907,2001,0.761904762,NA,NA,26300
MB 0173908,2001,0.607142857,NA,NA,15200
MB 0173909,2001,#VALUE!,NA,NA,..C
MB 0173910,2001,#VALUE!,NA,NA,..C
MB 0173911,2001,0.761904762,NA,NA,21300
MB 0173912,2001,0.583333333,NA,NA,18300
MB 0173913,2001,0.6875,NA,NA,18800
MB 0173914,2001,#VALUE!,NA,NA,..C
MB 0174003,2001,0.673076923,NA,NA,23100
MB 0174004,2001,0.666666667,NA,NA,21700
MB 0174005,2001,0.655172414,NA,NA,21700
MB 0174006,2001,0.696969697,NA,NA,21300
MB 0174007,2001,#VALUE!,NA,NA,..C
MB 0174008,2001,#VALUE!,NA,NA,..C
MB 0174009,2001,#VALUE!,NA,NA,..C
MB 0174010,2001,#VALUE!,NA,NA,..C
MB 0174011,2001,0.727272727,NA,NA,13800
MB 0174012,2001,0.636363636,NA,NA,12500
MB 0174013,2001,#VALUE!,NA,NA,..C
MB 0174103,2001,0.724137931,NA,NA,30400
MB 0174104,2001,0.708333333,NA,NA,20400
MB 0174106,2001,0.789473684,NA,NA,21300
MB 0174107,2001,0.65625,NA,NA,18100
MB 0174108,2001,0.777777778,NA,NA,21700
MB 0174109,2001,0.833333333,NA,NA,20800
MB 0174110,2001,0.6,NA,NA,20800
MB 0174111,2001,0.7,NA,NA,16300
MB 0174203,2001,0.692307692,NA,NA,20800
MB 0174204,2001,0.760869565,NA,NA,17500
MB 0174208,2001,0.454545455,NA,NA,15800
MB 0174209,2001,0.85,NA,NA,27500
MB 0174210,2001,0.909090909,NA,NA,32500
MB 0174211,2001,0.818181818,NA,NA,20800
MB 0174212,2001,0.6875,NA,NA,17500
MB 0174213,2001,0.666666667,NA,NA,22500
MB 0174214,2001,0.714285714,NA,NA,22500
MB 0174215,2001,0.6,NA,NA,23300
MB 0174216,2001,0.642857143,NA,NA,12500
MB 0174217,2001,0.692307692,NA,NA,16300
MB 0174218,2001,0.727272727,NA,NA,17500
MB 0174219,2001,0.642857143,NA,NA,15800
MB 0174220,2001,0.333333333,NA,NA,12500
MB 0174221,2001,0.692307692,NA,NA,14400
MB 0174222,2001,0.666666667,NA,NA,18300
MB 0174301,2001,0.75,NA,NA,21300
MB 0174302,2001,0.647058824,NA,NA,17500
MB 0174303,2001,0.791666667,NA,NA,21300
MB 0174304,2001,0.590909091,NA,NA,18800
MB 0174404,2001,0.653061224,NA,NA,20200
MB 0174405,2001,0.636363636,NA,NA,17500
MB 0174406,2001,0.352941176,NA,NA,16700
MB 0174407,2001,0.571428571,NA,NA,15400
MB 0174408,2001,0.6875,NA,NA,20400
MB 0174409,2001,0.625,NA,NA,13800
MB 0174410,2001,0.666666667,NA,NA,20800
MB 0174411,2001,0.444444444,NA,NA,18800
MB 0174412,2001,0.631578947,NA,NA,17500
MB 0174501,2001,0.636363636,NA,NA,23300
MB 0174505,2001,0.714285714,NA,NA,35000
MB 0174506,2001,0.666666667,NA,NA,15600
MB 0174507,2001,0.75,NA,NA,20200
MB 0174508,2001,0.705882353,NA,NA,18000
MB 0174509,2001,0.711538462,NA,NA,18800
MB 0174510,2001,0.526315789,NA,NA,15400
MB 0174512,2001,0.333333333,NA,NA,13300
MB 0174513,2001,0.666666667,NA,NA,15400
MB 0174514,2001,0.714285714,NA,NA,18300
MB 0174515,2001,0.769230769,NA,NA,18800
MB 0174516,2001,0.666666667,NA,NA,20800
MB 0174517,2001,0.823529412,NA,NA,31300
MB 0174601,2001,0.628571429,NA,NA,15400
MB 0174604,2001,0.724637681,NA,NA,16600
MB 0174605,2001,0.720930233,NA,NA,21300
MB 0174606,2001,0.757575758,NA,NA,14400
MB 0174607,2001,0.583333333,NA,NA,21700
MB 0174608,2001,0.565217391,NA,NA,15600
MB 0174609,2001,0.6,NA,NA,15400
MB 0174610,2001,0.642857143,NA,NA,16300
MB 0174611,2001,0.705882353,NA,NA,22900
MB 0174612,2001,0.647058824,NA,NA,23800
MB 0174613,2001,0.722222222,NA,NA,16900
MB 0174701,2001,0.695652174,NA,NA,19200
MB 0174702,2001,0.607142857,NA,NA,25300
MB 0174703,2001,0.8,NA,NA,20600
MB 0174801,2001,0.75,NA,NA,24200
MB 0174802,2001,0.612903226,NA,NA,13800
MB 0174902,2001,0.69047619,NA,NA,16700
MB 0174903,2001,0.9,NA,NA,12500
MB 0174904,2001,0.75,NA,NA,27500
MB 0174905,2001,0.884615385,NA,NA,26300
MB 0174906,2001,0.736842105,NA,NA,17500
MB 0174907,2001,0.92,NA,NA,28300
MB 0174908,2001,0.714285714,NA,NA,21300
MB 0175003,2001,0.75,NA,NA,25200
MB 0175004,2001,0.888888889,NA,NA,22500
MB 0175006,2001,0.666666667,NA,NA,16300
MB 0175007,2001,0.730769231,NA,NA,23800
MB 0175008,2001,0.788461538,NA,NA,17500
MB 0175009,2001,0.678571429,NA,NA,16300
MB 0175010,2001,0.892857143,NA,NA,17500
MB 0175011,2001,0.76,NA,NA,21300
MB 0175012,2001,0.904761905,NA,NA,25800
MB 0175013,2001,1,NA,NA,2500
MB 0175104,2001,1,NA,NA,60000
MB 0175105,2001,0.717948718,NA,NA,20800
MB 0175106,2001,0.695652174,NA,NA,22500
MB 0175110,2001,0.666666667,NA,NA,41700
MB 0175111,2001,0.75,NA,NA,27500
MB 0175112,2001,0.863636364,NA,NA,18800
MB 0175113,2001,0.772727273,NA,NA,25800
MB 0175114,2001,0.848484848,NA,NA,24200
MB 0175115,2001,#VALUE!,NA,NA,..C
MB 0175116,2001,#VALUE!,NA,NA,..C
MB 0175119,2001,#VALUE!,NA,NA,..C
MB 0175120,2001,#VALUE!,NA,NA,..C
MB 0175121,2001,0.714285714,NA,NA,22000
MB 0175122,2001,0.857142857,NA,NA,14000
MB 0175123,2001,0.875,NA,NA,20800
MB 0175124,2001,0.888888889,NA,NA,31700
MB 0175125,2001,#VALUE!,NA,NA,..C
MB 0175126,2001,#VALUE!,NA,NA,..C
MB 0175127,2001,#VALUE!,NA,NA,..C
MB 0175128,2001,0.777777778,NA,NA,30800
MB 0175129,2001,#VALUE!,NA,NA,..C
MB 0175130,2001,#VALUE!,NA,NA,..C
MB 0175131,2001,0.666666667,NA,NA,28300
MB 0175132,2001,#VALUE!,NA,NA,27500
MB 0175133,2001,1,NA,NA,41700
MB 0175134,2001,#VALUE!,NA,NA,..C
MB 0175135,2001,#VALUE!,NA,NA,..C
MB 0175136,2001,#VALUE!,NA,NA,..C
MB 0175137,2001,#VALUE!,NA,NA,..C
MB 0175138,2001,#VALUE!,NA,NA,..C
MB 0175139,2001,0.6,NA,NA,45000
MB 0175140,2001,0.846153846,NA,NA,23300
MB 0175141,2001,0.8,NA,NA,15800
MB 0175142,2001,1,NA,NA,28300
MB 0175143,2001,0.8,NA,NA,27500
MB 0175144,2001,0.7,NA,NA,28300
MB 0175145,2001,0.875,NA,NA,25800
MB 0175200,2001,1,NA,NA,53300
MB 0175300,2001,#VALUE!,NA,NA,..C
MB 0175400,2001,0.5,NA,NA,27500
MB 0175501,2001,0.680851064,NA,NA,23300
MB 0175502,2001,0.6,NA,NA,15800
MB 0175600,2001,0.625,NA,NA,21300
MB 0175701,2001,0.5,NA,NA,20800
MB 0175702,2001,0.770833333,NA,NA,24000
MB 0175805,2001,0.617647059,NA,NA,25300
MB 0175806,2001,0.782608696,NA,NA,32500
MB 0175808,2001,0.805555556,NA,NA,21700
MB 0175809,2001,0.923076923,NA,NA,35000
MB 0175810,2001,0.633333333,NA,NA,25300
MB 0175811,2001,0.727272727,NA,NA,24200
MB 0175812,2001,0.75,NA,NA,17500
MB 0175813,2001,0.666666667,NA,NA,27500
MB 0175814,2001,0.714285714,NA,NA,29200
MB 0175815,2001,1,NA,NA,22500
MB 0175817,2001,#VALUE!,NA,NA,..C
MB 0175818,2001,0.666666667,NA,NA,23300
MB 0175902,2001,0.727272727,NA,NA,25800
MB 0175903,2001,0.745098039,NA,NA,24400
MB 0175904,2001,0.75,NA,NA,26700
MB 0175906,2001,0.739130435,NA,NA,18800
MB 0175907,2001,0.5,NA,NA,22900
MB 0175908,2001,0.636363636,NA,NA,30800
MB 0175909,2001,0.8,NA,NA,31700
MB 0175910,2001,0.666666667,NA,NA,27500
MB 0176003,2001,0.729166667,NA,NA,30400
MB 0176004,2001,0.661538462,NA,NA,29200
MB 0176005,2001,#VALUE!,NA,NA,..C
MB 0176006,2001,0.833333333,NA,NA,13300
MB 0176007,2001,0.837837838,NA,NA,25400
MB 0176008,2001,0.9,NA,NA,18800
MB 0176101,2001,0.821428571,NA,NA,36000
MB 0176103,2001,0.545454545,NA,NA,17500
MB 0176104,2001,0.428571429,NA,NA,20800
MB 0176105,2001,0.789473684,NA,NA,28800
MB 0176106,2001,0.692307692,NA,NA,35000
MB 0176202,2001,#VALUE!,NA,NA,..C
MB 0176203,2001,#VALUE!,NA,NA,..C
MB 0176204,2001,0.818181818,NA,NA,27500
MB 0176301,2001,0.733333333,NA,NA,18300
MB 0176303,2001,0.5,NA,NA,5800
MB 0176304,2001,1,NA,NA,31700
MB 0176403,2001,#VALUE!,NA,NA,..C
MB 0176404,2001,#VALUE!,NA,NA,..C
MB 0176406,2001,0.708333333,NA,NA,15800
MB 0176408,2001,0.842105263,NA,NA,18300
MB 0176409,2001,0.72,NA,NA,18800
MB 0176410,2001,0.8,NA,NA,22500
MB 0176411,2001,0.714285714,NA,NA,30800
MB 0176412,2001,0.5,NA,NA,22500
MB 0176413,2001,1,NA,NA,26700
MB 0176414,2001,#VALUE!,NA,NA,..C
MB 0176415,2001,#VALUE!,NA,NA,..C
MB 0176501,2001,0.625,NA,NA,30800
MB 0176503,2001,1,NA,NA,60000
MB 0176504,2001,0.5,NA,NA,17500
MB 0176505,2001,#VALUE!,NA,NA,..C
MB 0176506,2001,#VALUE!,NA,NA,..C
MB 0176507,2001,#VALUE!,NA,NA,..C
MB 0176508,2001,#VALUE!,NA,NA,..C
MB 0176509,2001,#VALUE!,NA,NA,..C
MB 0176510,2001,#VALUE!,NA,NA,..C
MB 0176511,2001,#VALUE!,NA,NA,..C
MB 0176512,2001,#VALUE!,NA,NA,..C
MB 0176513,2001,#VALUE!,NA,NA,..C
MB 0176514,2001,#VALUE!,NA,NA,..C
MB 0176515,2001,#VALUE!,NA,NA,..C
MB 0176516,2001,#VALUE!,NA,NA,..C
MB 0176517,2001,#VALUE!,NA,NA,..C
MB 0176518,2001,#VALUE!,NA,NA,..C
MB 0176602,2001,0.75,NA,NA,13300
MB 0176603,2001,0.653061224,NA,NA,21300
MB 0176604,2001,0.666666667,NA,NA,17500
MB 0176700,2001,0.742857143,NA,NA,25200
MB 0176801,2001,0.65,NA,NA,14200
MB 0176802,2001,0.666666667,NA,NA,18800
MB 0176901,2001,0.736842105,NA,NA,23800
MB 0176902,2001,#VALUE!,NA,NA,..C
MB 0176903,2001,0.7,NA,NA,20800
MB 0176904,2001,0.818181818,NA,NA,17500
MB 0176905,2001,0.722222222,NA,NA,20400
MB 0176906,2001,#VALUE!,NA,NA,..C
MB 0177000,2001,0.702702703,NA,NA,27500
MB 0177100,2001,0.5,NA,NA,35000
MB 0177200,2001,1,NA,NA,60000
MB 0177300,2001,0.757575758,NA,NA,25300
MB 0177401,2001,0.823529412,NA,NA,30800
MB 0177402,2001,0.8125,NA,NA,20400
MB 0177403,2001,0.727272727,NA,NA,18800
MB 0177404,2001,0.615384615,NA,NA,20800
MB 0177405,2001,1,NA,NA,30800
MB 0177500,2001,0.764705882,NA,NA,18800
MB 0177600,2001,0.696969697,NA,NA,25400
MB 0177701,2001,0.75,NA,NA,20800
MB 0177702,2001,0.75,NA,NA,25800
MB 0177801,2001,0.75,NA,NA,23500
MB 0177802,2001,0.744186047,NA,NA,22500
MB 0177803,2001,0.697674419,NA,NA,27500
MB 0177900,2001,0.857142857,NA,NA,31700
MB 0178001,2001,0.75,NA,NA,25400
MB 0178002,2001,0.708333333,NA,NA,19200
MB 0178003,2001,0.717391304,NA,NA,21300
MB 0178101,2001,0.75,NA,NA,29400
MB 0178102,2001,0.675,NA,NA,24200
MB 0178201,2001,0.703703704,NA,NA,32500
MB 0178202,2001,0.739130435,NA,NA,25400
MB 0178203,2001,0.710526316,NA,NA,19400
MB 0178302,2001,#VALUE!,NA,NA,..C
MB 0178303,2001,0.625,NA,NA,26300
MB 0178304,2001,0.652173913,NA,NA,20800
MB 0178305,2001,0.72,NA,NA,31300
MB 0178307,2001,0.454545455,NA,NA,30600
MB 0178308,2001,0.636363636,NA,NA,27500
MB 0178309,2001,0.8125,NA,NA,19200
MB 0178310,2001,0.666666667,NA,NA,15800
MB 0178311,2001,0.5,NA,NA,35000
MB 0178312,2001,#VALUE!,NA,NA,..C
MB 0178313,2001,#VALUE!,NA,NA,..C
MB 0178401,2001,0.772727273,NA,NA,28800
MB 0178402,2001,0.6,NA,NA,28300
MB 0178403,2001,0.8,NA,NA,40800
MB 0178404,2001,#VALUE!,NA,NA,..C
MB 0178405,2001,1,NA,NA,20800
MB 0178406,2001,#VALUE!,NA,NA,..C
MB 0178407,2001,#VALUE!,NA,NA,..C
MB 0178408,2001,#VALUE!,NA,NA,..C
MB 0178409,2001,#VALUE!,NA,NA,..C
MB 0178501,2001,0.53125,NA,NA,17500
MB 0178503,2001,0.733333333,NA,NA,22500
MB 0178504,2001,#VALUE!,NA,NA,..C
MB 0178505,2001,#VALUE!,NA,NA,*
MB 0178506,2001,#VALUE!,NA,NA,..C
MB 0178507,2001,#VALUE!,NA,NA,..C
MB 0178508,2001,#VALUE!,NA,NA,..C
MB 0178509,2001,#VALUE!,NA,NA,..C
MB 0178510,2001,#VALUE!,NA,NA,..C
MB 0178511,2001,#VALUE!,NA,NA,..C
MB 0178602,2001,0.516129032,NA,NA,19200
MB 0178605,2001,0.592592593,NA,NA,30600
MB 0178606,2001,0.6875,NA,NA,30800
MB 0178607,2001,0.491803279,NA,NA,17500
MB 0178608,2001,#VALUE!,NA,NA,..C
MB 0178609,2001,#VALUE!,NA,NA,..C
MB 0178610,2001,#VALUE!,NA,NA,..C
